Key,ACADEMIC_PERIOD,CAMPUS,COURSE_IDENTIFICATION,COURSE_SECTION_NUMBER,COURSE_REFERENCE_NUMBER,COURSE_TITLE_SHORT,CREDITS_EARNED,CREDITS_FOR_GPA,FINAL_GRADE,REPEAT_COURSE_IND,REGISTRATION_STATUS,REGISTRATION_STATUS_DESC,GRADABLE_IND,Most_Recent_Prior_Term,Most_Recent_Prior_Term_GPA
161402,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,202010,3.03076923
161417,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.95714286
161423,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,4
161451,202010,PWL,PHYS17200,100,26931,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,,
161471,202020,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,202010,3.67692308
161478,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.66666667
161481,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,202010,3.20666667
161489,202020,PWL,PHYS22000,001,25707,Gen Physics,4,0,P,,RE,**Registered**,Y,202010,4
161541,202010,PWL,PHYS17200,002,13391,Modern Mechanics,4,4,B,,RE,**Registered**,Y,,
161544,202010,PWL,PHYS17200,002,13391,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,201930,0
161566,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,201930,0
161568,202020,PWL,PHYS17200,014,25601,Modern Mechanics,0,0,N,,RE,**Registered**,Y,202010,2.26666667
161576,202110,PWL,PHYS17200,102,26930,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,2.79310345
161579,202010,PWL,PHYS17200,H01,26979,Modern Mechanics-Honors,4,4,A,,RE,**Registered**,Y,201930,0
161586,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,3.29333333
161588,202010,PWL,PHYS22000,003,27017,Gen Physics,0,0,W,,W,Withdrawn-W,Y,,
161623,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,202010,2.78421053
161625,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,202010,4
161641,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,202010,3.625
161646,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.75714286
161657,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,C+,,RE,**Registered**,Y,,
161695,202020,PWL,PHYS22000,002,25708,Gen Physics,4,0,P,,RE,**Registered**,Y,202010,3.325
161700,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,B,,RE,**Registered**,Y,201930,0
161704,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A+,,RE,**Registered**,Y,202010,3.96
161721,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,3.55384615
161722,202010,PWL,PHYS17200,002,13391,Modern Mechanics,0,4,F,,RE,**Registered**,Y,,
161723,202020,PWL,PHYS17200,016,25600,Modern Mechanics,0,0,N,,RE,**Registered**,Y,202010,2.10769231
161752,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,202010,3.05294118
161767,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,202010,2.9
161796,202010,PWL,PHYS17200,100,26931,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
161805,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
161821,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
161822,202020,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,3.43571429
161832,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,2.74666667
161833,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,202010,2.53888889
161864,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201930,0
161866,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,202010,4
161867,202020,PWL,PHYS22000,003,11270,Gen Physics,4,4,B,,RW,**Web Registered**,Y,202010,3.00588235
161885,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,C-,,RE,**Registered**,Y,202010,3.18125
161892,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,C+,,RE,**Registered**,Y,202010,1.92352941
161900,202020,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,3.75714286
161912,202020,PWL,PHYS22000,003,11270,Gen Physics,4,4,A+,,RW,**Web Registered**,Y,202010,3.06666667
161939,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.58636364
161975,202010,PWL,PHYS17200,002,13391,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,,
161981,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,A,,RE,**Registered**,Y,201930,0
162008,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,A,I,RE,**Registered**,Y,201930,0
162033,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A,,RE,**Registered**,Y,202010,3.46
162042,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RE,**Registered**,Y,202020,3.27368421
162053,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
162078,202020,PWL,PHYS22000,002,25708,Gen Physics,4,4,B+,,RE,**Registered**,Y,202010,2.74666667
162079,202020,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,3.07368421
162103,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,202010,2.89285714
162111,202110,PWL,PHYS17200,092,21307,Modern Mechanics,0,0,,,RW,**Web Registered**,Y,202020,3.552
162122,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
162148,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.8
162150,202020,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,202010,3.83125
162161,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,A,,RW,**Web Registered**,Y,202010,3.71428571
162163,202020,PWL,PHYS17200,017,25598,Modern Mechanics,0,0,W,,W,Withdrawn-W,Y,202010,3.24090909
162166,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.46666667
162171,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,3.27333333
162181,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B-,,RE,**Registered**,Y,201930,3.775
162186,202020,PWL,PHYS22000,003,11270,Gen Physics,4,4,A,,RW,**Web Registered**,Y,202010,3.97692308
162192,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,C,,RE,**Registered**,Y,201930,0
162217,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A,,RE,**Registered**,Y,202010,3.26428571
162225,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201930,0
162282,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.26428571
162286,202010,PWL,PHYS17200,001,20928,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201930,0
162302,202110,PWL,PHYS17200,100,26931,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,3.25
162340,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,202010,4
162380,202020,PWL,PHYS17200,001,13631,Modern Mechanics,0,0,B-,E,RE,**Registered**,Y,202010,3.05789474
162382,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.6
162385,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RE,**Registered**,Y,202020,4
162388,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A,,RE,**Registered**,Y,202010,3.92
162401,202020,PWL,PHYS22000,003,11270,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,202010,3.825
162426,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,A+,,RE,**Registered**,Y,201930,0
162465,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,202010,3.4
162473,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,0,P,,RW,**Web Registered**,Y,202010,2.65
162477,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RE,**Registered**,Y,202020,2.00476191
162491,202020,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,202010,3.26111111
162513,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.70666667
162523,202010,PWL,PHYS17200,100,26931,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
162535,202020,PWL,PHYS22000,001,25707,Gen Physics,4,0,P,,RE,**Registered**,Y,202010,1.72142857
162551,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A,,RE,**Registered**,Y,202010,3.52222222
162556,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.5
162563,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,B-,,RE,**Registered**,Y,202010,2.08181818
162574,202010,PWL,PHYS17200,100,26931,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,,
162600,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,C-,,RE,**Registered**,Y,,
162614,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.70740741
162626,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,202010,3.21428571
162641,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.95714286
162652,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,1.5
162695,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,4
162717,202020,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,202010,2.99375
162724,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A,,RE,**Registered**,Y,202010,3.74285714
162727,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,B,,RW,**Web Registered**,Y,,
162764,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,3.70625
162778,202110,PWL,PHYS17200,103,37253,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,3.41212121
162779,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,B,,RE,**Registered**,Y,,
162781,202020,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,A,,RE,**Registered**,Y,202010,3.78461539
162792,202010,PWL,PHYS17200,001,20928,Modern Mechanics,4,4,B,,RE,**Registered**,Y,,
162802,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B-,,RE,**Registered**,Y,202010,2.65384615
162828,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,3.5
162833,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.97857143
162849,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,2.89333333
162854,202020,PWL,PHYS17200,133,11269,Modern Mechanics,0,0,,,CA,Cancel Administratively,Y,202010,0
162862,202110,PWL,PHYS17200,102,26930,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,2.73
162889,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,C+,,RE,**Registered**,Y,,
162904,202010,PWL,PHYS17200,H01,26979,Modern Mechanics-Honors,4,4,C+,,RE,**Registered**,Y,,
162905,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,C+,,RE,**Registered**,Y,202010,2.20714286
162922,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,A-,,RE,**Registered**,Y,201930,0
162941,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.72666667
162947,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RE,**Registered**,Y,202020,3.40769231
162989,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RE,**Registered**,Y,202020,3.87419355
163001,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,2.97692308
163095,202010,PWL,PHYS17200,002,13391,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201930,0
163128,202020,PWL,PHYS17200,002,15038,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.57692308
163148,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,202010,2.37333333
163149,202020,PWL,PHYS17200,133,11269,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.01428571
163158,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,202010,4
163179,202010,PWL,PHYS17200,100,26931,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,201930,0
163190,202020,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,3.79285714
163195,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.13888889
163240,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.75
163246,202020,PWL,PHYS22000,002,25708,Gen Physics,4,0,P,,RE,**Registered**,Y,202010,2.95
163287,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,3.45714286
163293,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,202010,3.58571429
163363,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,202010,3.34
163365,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,202010,3.9125
163371,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,2.90625
163377,202110,PWL,PHYS17200,103,37253,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,3.77741936
163383,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,202010,3.96
163402,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A,,RE,**Registered**,Y,202010,3.9625
163425,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,C+,,RE,**Registered**,Y,202010,3.30666667
163428,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,2.52857143
163435,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RE,**Registered**,Y,202020,2.59090909
163441,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RE,**Registered**,Y,202020,3.48888889
163444,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A,,RE,**Registered**,Y,202010,3.89230769
163449,202010,PWL,PHYS17200,002,13391,Modern Mechanics,4,4,B,,RE,**Registered**,Y,201930,0
163451,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A+,,RE,**Registered**,Y,201930,0
163501,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,B-,,RE,**Registered**,Y,,
163502,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,202010,2.725
163506,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RE,**Registered**,Y,202020,3.35925926
163531,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.91176471
163547,202010,PWL,PHYS17200,100,26931,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201930,0
163553,202010,PWL,PHYS17200,100,26931,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,,
163595,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
163632,202110,PWL,PHYS22000,062,25722,Gen Physics,0,0,,,RE,**Registered**,Y,202020,3.6
163642,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RE,**Registered**,Y,202020,3.16153846
163724,202010,PWL,PHYS17200,100,26931,Modern Mechanics,4,4,A+,,RE,**Registered**,Y,201930,0
163732,202010,PWL,PHYS17200,002,13391,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
163738,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,C+,,RE,**Registered**,Y,201930,0
163747,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
163762,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RE,**Registered**,Y,202020,3.75555556
163765,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,201930,0
163768,202010,PWL,PHYS17200,101,37254,Modern Mechanics,0,0,D,E,RW,**Web Registered**,Y,,
163768,202020,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,C+,I,RW,**Web Registered**,Y,202010,1.54666667
163781,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RE,**Registered**,Y,202020,2.47741936
163807,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RE,**Registered**,Y,202020,3.84
163826,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,B,,RE,**Registered**,Y,202010,3.84615385
163836,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.76551724
163882,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,D-,,RW,**Web Registered**,Y,202010,1.10714286
163882,202110,PWL,PHYS17200,100,26931,Modern Mechanics,0,0,,,RW,**Web Registered**,Y,202020,1.00952381
163896,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.825
163897,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RE,**Registered**,Y,202020,3.42432432
163931,202010,PWL,PHYS17200,001,20928,Modern Mechanics,4,4,B,,RE,**Registered**,Y,201930,0
163933,202020,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,3.1
163936,202020,PWL,PHYS17200,014,25601,Modern Mechanics,0,0,W,,W,Withdrawn-W,Y,202010,2.54
163959,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,4
163965,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.28125
163974,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A,,RE,**Registered**,Y,202010,4
163987,202020,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,202010,2.55625
164007,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,201930,0
164019,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.96470588
164068,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,3.64615385
164130,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,A,I,RE,**Registered**,Y,201930,0
164160,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A+,,RE,**Registered**,Y,201930,0
164173,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,201930,0
164194,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.15666667
164203,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A+,,RE,**Registered**,Y,201930,0
164231,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,3.36
164287,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,201930,4
164289,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.54
164290,202020,PWL,PHYS17200,017,25598,Modern Mechanics,0,0,W,,W,Withdrawn-W,Y,202010,0
164290,202110,PWL,PHYS17200,103,37253,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,0.37777778
164297,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.37647059
164323,202010,PWL,PHYS17200,H01,26979,Modern Mechanics-Honors,4,4,A-,,RE,**Registered**,Y,,
164338,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,201930,0
164339,202020,PWL,PHYS17200,013,13590,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.28571429
164379,202020,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,3.75714286
164383,202020,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,3.43571429
164404,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,3.06428571
164432,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,201930,0
164439,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.02903226
164440,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,202010,2.9875
164451,202020,PWL,PHYS22000,003,11270,Gen Physics,4,0,P,,RE,**Registered**,Y,202010,3.60769231
164471,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
164472,202010,PWL,PHYS17200,100,26931,Modern Mechanics,4,4,C,,RE,**Registered**,Y,201930,0
164477,202020,PWL,PHYS17200,017,25598,Modern Mechanics,0,0,W,,W,Withdrawn-W,Y,202010,2.12
164477,202110,PWL,PHYS17200,103,37253,Modern Mechanics,0,0,,,RW,**Web Registered**,Y,202020,2.12
164508,202110,PWL,PHYS17200,100,26931,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,2.59615385
164525,202010,PWL,PHYS17200,002,13391,Modern Mechanics,4,4,B-,,RE,**Registered**,Y,201930,0
164561,202020,PWL,PHYS17200,017,25598,Modern Mechanics,0,0,W,,W,Withdrawn-W,Y,202010,2.64285714
164597,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201930,0
164655,202020,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,C-,,RW,**Web Registered**,Y,202010,2.27857143
164656,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,201930,0
164682,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,2.62941177
164694,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,2.96470588
164716,202020,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,202010,3.81666667
164744,202020,PWL,PHYS22000,002,25708,Gen Physics,0,0,,,DC,Drop Course,Y,202010,4
164744,202110,PWL,PHYS17200,154,27497,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,4
164762,202010,PWL,PHYS17200,001,20928,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,201930,0
164771,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,3.75
164833,202020,PWL,PHYS22000,002,25708,Gen Physics,4,4,B+,,RE,**Registered**,Y,202010,3.23076923
164874,202110,PWL,PHYS17200,100,26931,Modern Mechanics,0,0,,,RW,**Web Registered**,Y,202020,3.74074074
164895,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,C,,RW,**Web Registered**,Y,,
164912,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,3.54117647
164934,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201930,0
164935,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,D-,,RE,**Registered**,Y,202010,1.6375
164945,202010,PWL,PHYS17200,002,13391,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,201930,0
164956,202020,PWL,PHYS17200,002,15038,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.8
165050,202010,PWL,PHYS17200,100,26931,Modern Mechanics,4,4,A+,I,RE,**Registered**,Y,201930,0
165125,202020,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,B,,RE,**Registered**,Y,202010,2.80666667
165129,202020,PWL,PHYS22000,002,25708,Gen Physics,4,4,B,,RW,**Web Registered**,Y,202010,3.06
165144,202110,PWL,PHYS17200,103,37253,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,3.89285714
165210,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
165267,202020,PWL,PHYS17200,002,15038,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.65
165271,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.7375
165300,202020,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,2.80769231
165306,202110,PWL,PHYS17200,154,27497,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,2.884
165341,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,,
165344,202110,PWL,PHYS22000,062,25722,Gen Physics,0,0,,,RE,**Registered**,Y,202020,3.73461539
165372,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.25
165393,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B,,RE,**Registered**,Y,201930,0
165410,202010,PWL,PHYS17200,H01,26979,Modern Mechanics-Honors,4,4,A,,RE,**Registered**,Y,201930,0
165426,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,202010,2.69230769
165451,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,202010,3.26666667
165459,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,A+,,RE,**Registered**,Y,201930,0
165462,202110,PWL,PHYS17200,100,26931,Modern Mechanics,0,0,,,RW,**Web Registered**,Y,202020,2.05454546
165465,202020,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B+,,RE,**Registered**,Y,202010,2.82857143
