Key,TEST_RULE,SATR EBRW,SATR Math,SATR Total,ACT Composite,ACT English,ACT Combined English/Writing,ACT Math
956973,SAT2ACT,630,590,1220,28,27,,26
956991,SAT2ACT,560,660,1220,,,,
957054,SAT2ACT,530,540,1050,,,,
957124,SAT2ACT,510,570,1080,,,,
957166,SAT2ACT,620,590,1190,25,25,,25
957174,SAT2ACT,,,,21,18,,20
957177,SAT2ACT,540,590,1130,21,21,,25
957338,SAT2ACT,650,690,1340,32,31,,34
957386,SAT2ACT,650,670,1320,30,29,,26
957425,SAT2ACT,,,,34,35,,31
957530,SAT2ACT,560,610,1170,25,23,,25
957672,SAT2ACT,,,,30,33,,28
957748,SAT2ACT,560,570,1130,,18,,22
957858,SAT2ACT,,,,31,31,,30
957872,SAT2ACT,650,560,1210,26,24,,20
957906,SAT2ACT,650,620,1270,32,32,,32
957912,SAT2ACT,,,,25,27,,23
958002,SAT2ACT,,,,27,25,,26
958017,SAT2ACT,600,620,1180,,,,
958024,SAT2ACT,610,700,1310,,,,
958038,SAT2ACT,680,720,1400,,,,
958041,SAT2ACT,,,,27,26,,24
958051,SAT2ACT,660,670,1330,29,30,,30
958054,SAT2ACT,630,680,1310,24,20,,26
958061,SAT2ACT,670,700,1370,29,26,,28
958069,SAT2ACT,650,700,1350,,,,
958074,SAT2ACT,,,,31,34,,28
958204,SAT2ACT,630,540,1170,25,26,,26
958431,SAT2ACT,500,620,1120,,,,
958489,SAT2ACT,,,,25,24,,28
958491,SAT2ACT,720,720,1390,31,31,,31
958492,SAT2ACT,,,,26,26,,26
958493,SAT2ACT,510,500,1010,,,,
958504,SAT2ACT,,,,23,24,,24
958532,SAT2ACT,530,530,1060,,,,
958699,SAT2ACT,580,650,1200,23,23,,26
958702,SAT2ACT,,,,33,35,,30
958715,SAT2ACT,700,760,1440,29,28,,33
958735,SAT2ACT,630,530,1160,,,,
958737,SAT2ACT,660,660,1320,29,31,,26
958760,SAT2ACT,560,560,1080,22,19,,23
958857,SAT2ACT,610,640,1250,,,,
958860,SAT2ACT,670,630,1300,,,,
958895,SAT2ACT,,,,25,23,,25
958913,SAT2ACT,720,690,1380,30,31,,28
958925,SAT2ACT,600,590,1190,26,24,19,26
958928,SAT2ACT,,,,31,33,,31
959012,SAT2ACT,,,,26,23,,26
959025,SAT2ACT,520,570,1090,23,25,,25
959054,SAT2ACT,610,640,1250,26,23,,27
959118,SAT2ACT,630,780,1410,,,,
959156,SAT2ACT,,,,20,20,,19
959168,SAT2ACT,540,530,1070,23,20,,24
959193,SAT2ACT,570,570,1140,26,26,,25
959286,SAT2ACT,580,640,1220,23,23,,25
959293,SAT2ACT,670,720,1390,30,33,,31
959296,SAT2ACT,,,,33,31,,33
959298,SAT2ACT,610,640,1250,28,30,,25
959303,SAT2ACT,,,,29,31,,28
959363,SAT2ACT,,,,34,36,,35
959439,SAT2ACT,620,570,1180,,,,
959473,SAT2ACT,,,,26,26,,25
959765,SAT2ACT,670,600,1270,31,32,,27
959770,SAT2ACT,,,,27,28,,27
959785,SAT2ACT,570,530,1100,25,25,,23
959818,SAT2ACT,400,440,840,21,15,,21
959852,,,,,,,,
959921,SAT2ACT,620,610,1230,,,,
960042,SAT2ACT,,,,30,29,,28
960079,SAT2ACT,,,,26,24,,27
960137,SAT2ACT,490,660,1150,,,,
960353,SAT2ACT,560,530,1090,21,20,,21
960372,SAT2ACT,600,620,1220,,,,
960398,SAT2ACT,550,560,1110,26,25,,26
960401,SAT2ACT,600,530,1130,24,25,,23
960404,SAT2ACT,450,580,1030,,,,
960617,SAT2ACT,,,,36,36,,34
960675,SAT2ACT,620,550,1170,,,,
960724,SAT2ACT,600,530,1130,24,25,,23
960750,SAT2ACT,510,580,1090,21,20,,24
960830,SAT2ACT,,,,28,22,,31
960838,SAT2ACT,500,530,1030,22,23,,18
960887,SAT2ACT,700,740,1440,,,,
960895,SAT2ACT,670,690,1360,30,34,,28
960902,SAT2ACT,,,,28,33,,25
960904,SAT2ACT,,,,34,34,,34
960907,SAT2ACT,650,720,1340,31,28,,29
961069,SAT2ACT,570,530,1100,,,,
961104,SAT2ACT,620,650,1270,,,,
961131,SAT2ACT,,,,23,18,,28
961214,SAT2ACT,700,680,1380,32,33,,29
961218,SAT2ACT,600,570,1170,,,,
961302,SAT2ACT,510,570,1080,,,,
961343,SAT2ACT,,,,27,24,,24
961435,SAT2ACT,570,580,1150,20,16,,23
961474,,,,,,,,
961483,SAT2ACT,700,700,1400,,,,
961492,SAT2ACT,700,700,1400,,,,
961544,SAT2ACT,600,550,1100,21,21,,18
961608,SAT2ACT,630,590,1220,,,,
961803,SAT2ACT,610,710,1320,26,26,,31
961858,SAT2ACT,600,600,1200,,,,
961877,SAT2ACT,,,,23,25,,20
961966,SAT2ACT,,,,24,24,,23
962108,SAT2ACT,660,660,1320,,,,
962124,SAT2ACT,630,700,1330,29,26,,31
962138,SAT2ACT,630,690,1320,27,25,,30
962245,SAT2ACT,620,590,1180,26,24,,25
962371,SAT2ACT,590,680,1270,,,,
962378,SAT2ACT,710,760,1470,,,,
962425,SAT2ACT,,,,30,32,,31
962567,SAT2ACT,,,,30,31,,30
962573,SAT2ACT,690,770,1460,,,,
962643,SAT2ACT,570,510,1080,,,,
962651,SAT2ACT,,,,27,25,,27
962745,SAT2ACT,550,600,1150,,,,
962839,SAT2ACT,650,510,1160,,,,
962862,SAT2ACT,600,610,1210,,,,
962878,SAT2ACT,,,,27,26,,25
962884,SAT2ACT,620,640,1250,27,25,,32
962916,SAT2ACT,620,550,1170,,,,
963019,SAT2ACT,,,,26,24,,26
963066,SAT2ACT,470,460,930,20,16,,17
963110,SAT2ACT,640,670,1310,,,,
963115,SAT2ACT,,,,28,33,,27
963118,SAT2ACT,,,,28,25,,27
963150,SAT2ACT,,,,29,32,,28
963171,SAT2ACT,590,590,1180,27,23,,27
963187,SAT2ACT,530,590,1110,,,,
963304,SAT2ACT,640,700,1340,32,35,,30
963320,SAT2ACT,620,650,1230,,,,
963344,SAT2ACT,530,570,1100,24,24,,22
963446,SAT2ACT,520,640,1150,22,20,,26
963471,SAT2ACT,580,570,1150,,,,
963506,SAT2ACT,700,680,1380,31,28,,28
963517,SAT2ACT,530,600,1130,,,,
963550,SAT2ACT,590,550,1140,24,25,,23
963565,SAT2ACT,620,570,1190,,,,
963572,SAT2ACT,670,660,1330,32,34,,33
963628,SAT2ACT,650,580,1230,,,,
963635,SAT2ACT,660,610,1270,,,,
963714,SAT2ACT,,,,29,25,,29
963742,SAT2ACT,690,710,1400,30,33,,30
963759,SAT2ACT,640,590,1230,25,29,,22
963917,SAT2ACT,620,590,1210,28,24,,26
963924,SAT2ACT,620,640,1260,22,20,,24
964035,SAT2ACT,660,650,1310,28,27,,27
964045,,,,,,,,
964055,SAT2ACT,570,580,1150,26,26,,26
964135,SAT2ACT,,,,28,30,,30
964166,SAT2ACT,,,,28,26,,29
964270,SAT2ACT,670,630,1300,,,,
964280,SAT2ACT,500,510,1010,,,,
964331,SAT2ACT,,,,27,24,,28
964345,SAT2ACT,,,,30,28,,29
964377,SAT2ACT,,,,28,28,,30
964438,SAT2ACT,580,710,1290,28,24,,28
964479,SAT2ACT,570,630,1200,26,24,,26
964507,SAT2ACT,580,530,1110,26,24,,25
964529,SAT2ACT,690,660,1350,31,29,,32
964557,SAT2ACT,600,620,1220,24,22,,25
964720,SAT2ACT,,,,32,35,,31
964823,SAT2ACT,630,610,1240,28,25,,27
964836,SAT2ACT,610,660,1250,26,25,,28
964900,SAT2ACT,600,640,1240,26,24,,30
964914,SAT2ACT,660,670,1330,27,32,,28
964925,SAT2ACT,,,,30,33,,27
965048,SAT2ACT,570,540,1110,20,21,,20
965159,SAT2ACT,,,,28,27,,29
965182,SAT2ACT,640,690,1330,,,,
965243,SAT2ACT,,,,32,30,,34
965244,SAT2ACT,530,540,1060,20,22,,23
965306,SAT2ACT,500,540,1040,19,19,,20
965417,SAT2ACT,650,590,1240,,,,
965423,SAT2ACT,,,,30,31,,28
965436,SAT2ACT,720,670,1390,,,,
965472,SAT2ACT,,,,36,36,,36
965566,SAT2ACT,,,,26,30,,26
965645,,,,,,,,
965653,SAT2ACT,,,,23,26,,19
965663,SAT2ACT,,,,26,22,,28
965762,SAT2ACT,610,590,1200,24,19,,24
965814,SAT2ACT,540,560,1100,22,21,,26
965848,SAT2ACT,630,570,1200,26,30,,26
965879,SAT2ACT,670,770,1440,,,,
965880,SAT2ACT,,,,27,31,,27
965883,SAT2ACT,620,610,1180,,,,
965951,SAT2ACT,580,590,1170,,,,
965972,SAT2ACT,,,,20,18,,18
965976,SAT2ACT,,,,24,25,,26
966148,SAT2ACT,670,650,1310,,,,
966355,SAT2ACT,510,590,1100,23,23,,26
966364,SAT2ACT,610,600,1210,,,,
966493,SAT2ACT,600,610,1190,26,27,,27
966519,SAT2ACT,,,,23,27,,23
966524,SAT2ACT,,,,18,20,,18
966552,SAT2ACT,,,,29,28,,27
966556,SAT2ACT,530,600,1130,20,17,,19
966579,SAT2ACT,540,560,1090,22,23,,24
966627,SAT2ACT,660,540,1200,25,26,,19
966653,SAT2ACT,,,,29,30,,32
966659,SAT2ACT,640,640,1280,22,23,,23
966709,SAT2ACT,580,590,1160,,,,
966770,SAT2ACT,550,480,1030,,,,
966782,SAT2ACT,,,,30,34,,29
966845,SAT2ACT,,,,25,26,,24
966869,SAT2ACT,610,650,1260,,,,
966873,SAT2ACT,650,720,1370,,,,
966893,SAT2ACT,580,530,1100,,,,
966911,SAT2ACT,530,540,1070,19,19,,21
967026,SAT2ACT,,,,35,35,,34
967111,SAT2ACT,730,670,1360,30,31,,28
967185,,,,,,,,
967219,SAT2ACT,640,600,1240,26,28,,24
967252,SAT2ACT,,,,30,33,,30
967263,SAT2ACT,,,,30,34,26,28
967275,SAT2ACT,,,,33,35,,32
967311,SAT2ACT,640,660,1300,,,,
967355,SAT2ACT,630,600,1230,30,31,,27
967464,SAT2ACT,610,760,1360,,,,
967465,SAT2ACT,,,,30,30,,34
967467,SAT2ACT,,,,33,29,,32
967499,SAT2ACT,600,630,1210,,,,
967547,SAT2ACT,,,,26,26,,33
967571,SAT2ACT,680,590,1270,31,32,,26
967838,SAT2ACT,,,,28,28,,29
967856,SAT2ACT,640,560,1180,,,,
967860,SAT2ACT,640,700,1340,29,27,,28
967862,SAT2ACT,710,670,1310,,,,
967903,SAT2ACT,570,530,1100,,,,
967922,SAT2ACT,,,,25,26,,26
968012,SAT2ACT,,,,28,24,,30
968029,SAT2ACT,630,590,1220,,,,
968223,SAT2ACT,550,600,1150,,,,
968267,SAT2ACT,630,550,1180,,,,
968311,,,,,,,,
968316,SAT2ACT,630,690,1320,28,33,,27
968318,SAT2ACT,690,670,1360,,,,
968329,SAT2ACT,,,,30,27,,30
968447,SAT2ACT,720,650,1370,28,28,,27
968455,SAT2ACT,520,630,1150,23,25,,24
968463,SAT2ACT,630,590,1220,29,33,,26
968464,SAT2ACT,670,610,1280,29,30,,26
968584,SAT2ACT,710,690,1400,28,26,,28
968593,SAT2ACT,650,650,1300,27,24,,29
968619,SAT2ACT,660,620,1280,,,,
968680,SAT2ACT,,,,29,33,,24
968722,SAT2ACT,,,,32,33,,30
968744,SAT2ACT,600,620,1220,,,,
968836,SAT2ACT,620,680,1300,,,,
968917,SAT2ACT,610,600,1210,,,,
969045,SAT2ACT,550,540,1090,,,,
969064,SAT2ACT,,,,22,20,,23
969078,SAT2ACT,720,660,1380,,,,
969174,SAT2ACT,,,,31,30,,31
969181,SAT2ACT,640,610,1250,,,,
969191,SAT2ACT,,,,24,26,,23
969231,SAT2ACT,,,,26,29,,26
969274,SAT2ACT,660,730,1390,28,30,,33
969339,SAT2ACT,,,,27,25,,28
969410,SAT2ACT,,,,27,26,,24
969460,SAT2ACT,,,,29,25,,31
969468,SAT2ACT,,,,29,31,,24
969525,SAT2ACT,540,460,1000,,,,
969618,SAT2ACT,630,740,1370,,,,
970026,SAT2ACT,,,,30,35,,28
970128,SAT2ACT,,,,32,31,,34
970145,SAT2ACT,540,650,1190,,,,
970172,SAT2ACT,600,650,1250,,,,
970303,SAT2ACT,690,690,1370,29,29,,32
970321,SAT2ACT,,,,28,26,,34
970340,SAT2ACT,670,700,1370,,,,
970343,SAT2ACT,520,560,1080,,,,
970444,SAT2ACT,770,800,1570,34,36,,32
970460,SAT2ACT,590,550,1140,,,,
970492,SAT2ACT,,,,32,34,,26
970549,SAT2ACT,620,560,1140,,,,
970552,SAT2ACT,430,500,930,,,,
970560,SAT2ACT,,,,23,24,,23
970568,SAT2ACT,530,550,1080,20,22,,21
970593,SAT2ACT,560,620,1150,,,,
970772,SAT2ACT,,,,32,34,,31
970808,SAT2ACT,570,540,1110,23,23,,22
970896,SAT2ACT,610,530,1140,21,23,,21
970949,SAT2ACT,550,650,1200,23,23,,23
971121,SAT2ACT,580,650,1230,25,24,,28
971225,SAT2ACT,550,770,1320,,,,
971351,SAT2ACT,660,720,1380,29,34,,32
971376,SAT2ACT,670,720,1370,,,,
971522,SAT2ACT,490,560,1050,,,,
971548,SAT2ACT,,,,34,31,,35
971564,SAT2ACT,590,580,1170,,,,
971572,SAT2ACT,,,,35,35,,35
971615,SAT2ACT,690,660,1350,32,35,,30
971620,SAT2ACT,580,660,1240,25,27,,27
971694,SAT2ACT,630,680,1300,30,24,,32
971819,SAT2ACT,,,,27,23,,27
971828,SAT2ACT,,,,27,26,,29
971964,SAT2ACT,600,610,1210,26,30,,27
972000,SAT2ACT,710,760,1470,34,31,,33
972110,SAT2ACT,700,700,1400,35,33,,35
972144,SAT2ACT,560,590,1150,24,21,,26
972465,SAT2ACT,,,,29,27,,27
972472,SAT2ACT,550,600,1130,,,,
972522,SAT2ACT,,,,27,30,,29
972576,SAT2ACT,600,590,1190,,,,
972590,SAT2ACT,660,660,1310,28,28,,27
972638,SAT2ACT,660,560,1210,24,23,,23
972691,SAT2ACT,,,,27,25,,34
972740,SAT2ACT,,,,26,25,,29
972830,SAT2ACT,530,560,1090,,,,
972896,SAT2ACT,,,,30,28,,30
972909,SAT2ACT,580,620,1190,,,,
972970,SAT2ACT,,,,25,25,,35
972983,SAT2ACT,590,580,1170,,,,
973034,SAT2ACT,600,550,1150,,,,
973042,SAT2ACT,470,460,930,,,,
973049,SAT2ACT,570,510,1080,,,,
973062,SAT2ACT,590,500,1090,,,,
973089,SAT2ACT,560,600,1150,23,23,,23
973095,SAT2ACT,630,610,1210,,,,
973129,SAT2ACT,490,750,1240,,,,
973153,SAT2ACT,640,580,1220,25,25,,26
973216,SAT2ACT,600,600,1200,,,,
973235,SAT2ACT,620,740,1360,,,,
973248,SAT2ACT,630,710,1340,29,31,,32
973350,SAT2ACT,580,650,1230,,,,
973370,SAT2ACT,610,690,1300,32,33,,29
973501,SAT2ACT,660,650,1310,,,,
973531,SAT2ACT,,,,28,29,,23
973554,SAT2ACT,640,600,1240,29,26,,26
973637,SAT2ACT,670,610,1280,,,,
973642,,,,,,,,
973728,SAT2ACT,630,580,1210,28,26,,25
973841,SAT2ACT,,,,34,35,,36
973843,SAT2ACT,570,760,1330,,,,
973864,SAT2ACT,,,,18,15,,18
973987,SAT2ACT,640,580,1220,22,20,,25
974120,SAT2ACT,,,,27,24,,27
974173,SAT2ACT,650,700,1340,,,,
974187,SAT2ACT,700,710,1410,,,,
974553,SAT2ACT,640,780,1410,,,,
974558,SAT2ACT,770,680,1450,33,36,,28
974711,,,,,,,,
974798,SAT2ACT,600,530,1130,26,29,,25
974931,SAT2ACT,620,610,1230,,,,
975179,SAT2ACT,670,630,1300,30,28,,30
975215,SAT2ACT,670,680,1350,27,27,,29
975307,SAT2ACT,690,800,1490,33,34,,35
975856,SAT2ACT,,,,23,20,,28
975987,SAT2ACT,,,,24,26,,24
975996,SAT2ACT,690,640,1330,,,,
975998,SAT2ACT,640,580,1190,,,,
976001,SAT2ACT,730,700,1430,32,34,,29
976041,SAT2ACT,,,,25,25,,21
976091,SAT2ACT,670,780,1450,,,,
976155,SAT2ACT,620,650,1270,,,,
976269,SAT2ACT,,,,29,34,,30
976394,SAT2ACT,600,630,1230,,,,
976400,SAT2ACT,670,730,1400,32,31,,32
976414,SAT2ACT,620,650,1230,,,,
976424,SAT2ACT,,,,35,34,,35
976471,SAT2ACT,530,650,1180,,,,
976529,SAT2ACT,560,660,1220,,,,
976603,SAT2ACT,,,,29,29,,29
976675,SAT2ACT,,,,30,35,,26
976698,SAT2ACT,510,590,1100,,,,
976710,SAT2ACT,,,,34,34,,30
976867,SAT2ACT,,,,27,25,,30
976887,SAT2ACT,590,620,1180,27,26,,26
976902,SAT2ACT,670,550,1220,27,27,,24
976927,SAT2ACT,640,540,1180,24,25,,18
976994,SAT2ACT,540,560,1050,,,,
977079,SAT2ACT,,,,29,33,,26
977115,SAT2ACT,610,660,1270,26,21,,27
977176,SAT2ACT,,,,27,27,,26
977238,SAT2ACT,,,,26,29,,26
977378,SAT2ACT,620,550,1160,23,24,,20
977470,SAT2ACT,620,540,1150,,,,
977471,SAT2ACT,580,520,1100,23,27,,23
977473,SAT2ACT,690,590,1280,27,28,,23
977759,SAT2ACT,,,,32,30,,28
977775,SAT2ACT,560,620,1170,23,16,,24
977812,SAT2ACT,680,720,1400,29,33,,30
977828,SAT2ACT,600,550,1150,22,24,,21
977851,SAT2ACT,600,760,1360,,,,
977880,SAT2ACT,,,,30,29,,36
977885,SAT2ACT,,,,30,33,,29
977941,SAT2ACT,570,550,1120,,,,
978166,SAT2ACT,670,620,1270,,,,
978447,SAT2ACT,630,610,1240,,,,
978700,SAT2ACT,660,650,1310,25,23,,27
978794,SAT2ACT,600,640,1200,,,,
978931,SAT2ACT,630,580,1210,24,24,,19
978966,SAT2ACT,,,,31,28,,33
978983,SAT2ACT,710,590,1300,27,30,,24
979042,SAT2ACT,550,590,1140,24,22,,25
979058,SAT2ACT,470,590,1060,,,,
979092,SAT2ACT,570,630,1200,,,,
979188,SAT2ACT,660,680,1340,32,30,,33
979421,SAT2ACT,720,620,1340,30,34,,27
979510,SAT2ACT,,,,34,35,,35
979608,SAT2ACT,720,660,1380,33,33,,28
979814,SAT2ACT,560,700,1260,,,,
980042,SAT2ACT,730,680,1410,29,35,,27
980092,SAT2ACT,,,,28,27,,31
980135,SAT2ACT,520,490,1010,,,,
980187,SAT2ACT,630,580,1210,,,,
980195,SAT2ACT,550,550,1100,,,,
980297,SAT2ACT,630,740,1330,,,,
980302,SAT2ACT,,,,33,35,,28
980306,,,,,,,,
980326,SAT2ACT,,,,28,25,,25
980395,SAT2ACT,670,700,1370,30,31,,29
980401,SAT2ACT,,,,29,31,,31
980462,SAT2ACT,570,600,1170,24,23,,26
980549,SAT2ACT,610,550,1160,25,23,,26
980641,SAT2ACT,540,540,1080,,,,
980724,SAT2ACT,630,650,1280,,,,
980739,SAT2ACT,720,780,1500,35,35,,33
980954,SAT2ACT,700,610,1310,,,,
981020,SAT2ACT,740,780,1520,,,,
981075,SAT2ACT,580,600,1150,,,,
981203,SAT2ACT,640,580,1220,25,22,,24
981319,SAT2ACT,,,,21,21,,23
981451,SAT2ACT,680,630,1310,,,,
981523,SAT2ACT,,,,24,24,,27
981606,SAT2ACT,680,730,1410,,,,
981623,SAT2ACT,,,,23,24,,25
981724,SAT2ACT,660,540,1200,,,,
981729,SAT2ACT,620,640,1260,,,,
981775,SAT2ACT,520,550,1040,,,,
981782,SAT2ACT,600,600,1200,,,,
981851,SAT2ACT,,,,24,23,,28
981937,SAT2ACT,,,,20,17,,24
982306,,,,,,,,
982311,SAT2ACT,570,580,1130,,,,
982377,SAT2ACT,630,790,1420,,,,
982410,SAT2ACT,630,760,1330,,,,
982863,SAT2ACT,620,590,1210,,,,
983000,SAT2ACT,570,520,1090,,,,
983121,SAT2ACT,,,,30,33,,28
983279,SAT2ACT,570,560,1120,,,,
983318,SAT2ACT,650,550,1200,28,30,,27
983322,SAT2ACT,670,690,1360,,,,
983446,SAT2ACT,590,620,1210,,,,
983570,SAT2ACT,630,790,1380,,,,
983791,SAT2ACT,,,,28,29,,29
983840,SAT2ACT,,,,27,30,,23
984104,SAT2ACT,700,730,1430,,,,
984149,SAT2ACT,,,,29,23,,27
984269,SAT2ACT,600,590,1190,,,,
984285,SAT2ACT,650,670,1320,28,25,,25
984295,SAT2ACT,660,700,1360,25,24,,28
984399,SAT2ACT,,,,33,34,,29
984498,SAT2ACT,630,580,1210,,,,
984577,SAT2ACT,610,570,1170,23,24,,23
984663,SAT2ACT,,,,24,24,,26
984951,SAT2ACT,630,730,1290,25,24,,31
984975,,,,,,,,
985098,SAT2ACT,540,630,1170,,,,
985459,SAT2ACT,,,,24,23,,24
985462,SAT2ACT,,,,26,28,,29
985559,SAT2ACT,,,,29,28,,33
986093,SAT2ACT,,,,31,32,,32
986384,SAT2ACT,,,,30,32,,29
986490,SAT2ACT,490,480,970,,,,
986901,SAT2ACT,650,590,1240,,,,
987277,SAT2ACT,630,620,1230,,,,
987614,SAT2ACT,590,630,1220,,,,
988387,,,,,,,,
988391,SAT2ACT,590,700,1290,,,,
988398,SAT2ACT,620,530,1150,,,,
988703,SAT2ACT,610,630,1240,,,,
988771,SAT2ACT,680,750,1430,32,33,,32
988786,SAT2ACT,570,540,1090,,,,
989035,SAT2ACT,580,500,1080,22,24,,19
989163,SAT2ACT,620,720,1270,,,,
989485,SAT2ACT,470,490,960,,,,
989707,SAT2ACT,550,570,1120,,,,
989708,SAT2ACT,,,,27,28,,25
989845,SAT2ACT,720,630,1330,29,32,,26
990251,SAT2ACT,,,,28,25,,36
990725,SAT2ACT,,,,34,34,,34
990912,SAT2ACT,590,610,1200,,,,
991149,SAT2ACT,610,620,1170,25,29,,25
991178,SAT2ACT,,,,31,28,,32
991615,SAT2ACT,,,,23,26,,22
991638,SAT2ACT,,,,23,20,,27
992205,SAT2ACT,,,,33,31,,33
992995,,,,,,,,
993272,SAT2ACT,700,740,1440,,,,
993298,SAT2ACT,700,640,1340,,,,
993529,SAT2ACT,,,,25,23,,27
993742,SAT2ACT,,,,20,21,,23
994008,SAT2ACT,,,,28,23,,35
994392,SAT2ACT,,,,24,22,,26
995205,SAT2ACT,,,,25,21,,32
995636,SAT2ACT,540,480,1020,,,,
996286,SAT2ACT,650,740,1390,,,,
996387,SAT2ACT,660,690,1340,,,,
996432,SAT2ACT,,,,25,23,,33
996494,SAT2ACT,,,,28,27,,35
996537,SAT2ACT,710,690,1400,,,,
996642,SAT2ACT,630,540,1170,,,,
996670,SAT2ACT,,,,28,26,,33
997503,SAT2ACT,640,680,1320,29,29,,28
997519,SAT2ACT,560,610,1170,,,,
998423,SAT2ACT,,,,34,34,,32
999117,SAT2ACT,630,610,1240,30,30,,30
999205,SAT2ACT,510,460,970,,,,
999374,SAT2ACT,600,780,1370,,,,
999569,SAT2ACT,,,,20,15,,27
999682,SAT2ACT,,,,27,25,,34
999692,SAT2ACT,,,,28,29,,35
999738,SAT2ACT,620,720,1340,,,,
999800,SAT2ACT,670,760,1430,,,,
999951,SAT2ACT,,,,26,21,,35
999992,SAT2ACT,500,720,1220,,,,
000288,SAT2ACT,520,750,1190,,,,
000347,SAT2ACT,670,670,1340,,,,
003296,SAT2ACT,,,,27,25,,33
003482,SAT2ACT,760,730,1490,,,,
003855,SAT2ACT,720,680,1400,,,,
004156,,,,,,,,
004333,SAT2ACT,670,740,1410,,,,
004408,SAT2ACT,,,,32,33,,27
004558,SAT2ACT,650,640,1290,28,28,,26
004703,SAT2ACT,540,620,1160,,,,
004907,SAT2ACT,,,,28,26,,30
004946,SAT2ACT,570,550,1100,,,,
004966,SAT2ACT,580,710,1290,,,,
005272,,,,,,,,
005282,SAT2ACT,680,660,1340,,,,
005386,SAT2ACT,650,720,1370,,,,
005464,SAT2ACT,640,730,1370,,,,
005504,SAT2ACT,680,580,1260,,,,
005515,SAT2ACT,600,720,1320,,,,
005688,SAT2ACT,600,760,1360,,,,
005722,SAT2ACT,,,,29,31,,28
005766,SAT2ACT,570,510,1080,,,,
005889,SAT2ACT,,,,24,25,,29
005901,SAT2ACT,,,,30,29,,32
005943,SAT2ACT,600,620,1220,,,,
005982,SAT2ACT,530,520,1050,,,,
006113,SAT2ACT,640,780,1420,,,,
006155,SAT2ACT,520,730,1190,,,,
006198,SAT2ACT,570,740,1310,,,,
006218,SAT2ACT,660,800,1460,,,,
006257,SAT2ACT,,,,22,23,,21
006291,SAT2ACT,,,,28,26,,26
006308,SAT2ACT,590,780,1370,,,,
006365,SAT2ACT,,,,30,35,,26
006411,SAT2ACT,,,,28,29,,29
006445,SAT2ACT,600,730,1280,,,,
006550,SAT2ACT,,,,25,26,,32
006566,,,,,,,,
006637,SAT2ACT,480,710,1190,,,,
007192,SAT2ACT,,,,29,27,,31
007223,SAT2ACT,560,620,1170,,,,
007298,SAT2ACT,,,,29,28,,28
007364,,,,,,,,
007605,SAT2ACT,590,790,1380,,,,
007653,SAT2ACT,690,760,1450,,,,
007662,,,,,,,,
007711,SAT2ACT,720,760,1480,,,,
007804,SAT2ACT,,,,30,34,,30
008027,SAT2ACT,670,710,1370,29,29,,33
008319,SAT2ACT,,,,33,32,,36
008337,SAT2ACT,510,680,1190,,,,
008416,SAT2ACT,580,650,1230,,,,
008564,SAT2ACT,,,,23,22,,25
008728,SAT2ACT,,,,31,29,,32
008771,SAT2ACT,510,590,1070,,,,
008838,SAT2ACT,690,720,1410,,,,
009080,SAT2ACT,,,,32,35,,33
009138,SAT2ACT,,,,30,26,,31
009259,SAT2ACT,690,640,1330,30,24,,30
009404,SAT2ACT,670,730,1390,,,,
009457,SAT2ACT,570,640,1210,,,,
009492,SAT2ACT,,,,27,22,,35
010052,SAT2ACT,670,720,1390,,,,
010194,SAT2ACT,630,750,1380,,,,
010548,SAT2ACT,,,,25,25,,31
011038,SAT2ACT,,,,30,28,,33
011908,SAT2ACT,610,560,1170,,,,
011949,SAT2ACT,530,660,1190,25,23,,29
012287,SAT2ACT,610,740,1350,,,,
012429,SAT2ACT,,,,25,23,,29
012820,SAT2ACT,,,,25,29,,27
013213,SAT2ACT,,,,28,24,,35
013410,SAT2ACT,740,690,1430,,,,
013707,SAT2ACT,,,,35,34,,36
015453,SAT2ACT,590,680,1270,,,,
015479,SAT2ACT,,,,23,21,,26
015786,,,,,,,,
015887,,,,,,,,
016064,SAT2ACT,,,,29,32,,34
016069,SAT2ACT,690,680,1370,,,,
016609,SAT2ACT,580,730,1270,,,,
016787,,,,,,,,
016871,SAT2ACT,,,,28,32,,30
016963,SAT2ACT,590,710,1300,,,,
017073,SAT2ACT,560,670,1220,,,,
017277,SAT2ACT,660,750,1410,,,,
017295,SAT2ACT,520,700,1220,,,,
017973,SAT2ACT,670,780,1430,,,,
018072,SAT2ACT,550,610,1160,,,,
018720,,,,,,,,
018746,SAT2ACT,,,,30,28,,30
021297,SAT2ACT,710,730,1440,,,,
021650,SAT2ACT,630,730,1360,,,,
021918,,,,,,,,
022119,SAT2ACT,,,,24,26,,23
022168,SAT2ACT,600,700,1300,,,,
022397,SAT2ACT,,,,23,20,,22
022748,SAT2ACT,580,680,1260,,,,
022838,,,,,,,,
023190,,,,,,,,
023374,SAT2ACT,,,,22,21,23,26
024956,SAT2ACT,,,,23,21,,24
025130,,,,,,,,
025654,SAT2ACT,,,,28,25,,32
025667,,,,,,,,
026379,,,,,,,,
026933,SAT2ACT,680,650,1330,,,,
027375,SAT2ACT,700,690,1390,27,24,,27
027382,SAT2ACT,660,640,1300,27,24,,26
027395,SAT2ACT,680,740,1380,,,,
027487,SAT2ACT,690,730,1420,30,31,,31
027608,SAT2ACT,770,800,1570,35,34,,36
027611,SAT2ACT,610,680,1290,,,,
027830,,,,,,,,
027939,SAT2ACT,470,580,1050,,,,
