Key,TEST_RULE,SATR EBRW,SATR Math,SATR Total,ACT Composite,ACT English,ACT Combined English/Writing,ACT Math
079361,SAT2ACT,,,,31,31,,35
079379,SAT2ACT,620,700,1310,,,,
079383,SAT2ACT,660,790,1440,,,,
079484,SAT2ACT,,,,35,35,,31
079555,SAT2ACT,660,630,1260,,,,
079556,SAT2ACT,600,650,1250,,,,
079705,SAT2ACT,610,700,1310,,,,
079707,SAT2ACT,670,780,1450,,,,
079728,SAT2ACT,,,,28,34,,28
079731,SAT2ACT,650,770,1420,,,,
079738,SAT2ACT,590,630,1220,27,29,,27
079756,SAT2ACT,690,690,1350,,,,
079763,SAT2ACT,700,740,1440,,,,
079788,SAT2ACT,,,,33,34,,29
079807,SAT2ACT,560,580,1140,23,24,,22
079812,SAT2ACT,720,760,1460,,,,
079830,SAT2ACT,730,790,1520,35,36,,36
079892,SAT2ACT,,,,32,34,,33
079902,SAT2ACT,690,580,1270,28,34,,24
079934,SAT2ACT,740,780,1520,,,,
079945,SAT2ACT,670,690,1360,32,35,,30
079983,SAT2ACT,710,790,1500,34,34,,35
079990,SAT2ACT,,,,30,28,,29
079998,SAT2ACT,,,,33,35,,30
080003,SAT2ACT,,,,27,28,,29
080066,SAT2ACT,,,,32,34,,30
080173,SAT2ACT,660,690,1350,,,,
080180,SAT2ACT,660,740,1400,,,,
080208,SAT2ACT,660,750,1410,29,30,,29
080212,SAT2ACT,600,760,1350,,,,
080271,SAT2ACT,560,610,1170,,,,
080530,SAT2ACT,,,,29,33,,31
080625,SAT2ACT,640,730,1340,,,,
080664,SAT2ACT,,,,31,35,,31
080671,SAT2ACT,,,,29,28,,35
080683,SAT2ACT,,,,32,32,,35
080704,SAT2ACT,640,680,1320,,,,
080709,SAT2ACT,620,790,1410,,,,
080773,SAT2ACT,,,,26,27,,24
080778,SAT2ACT,720,780,1500,,,,
080874,SAT2ACT,760,690,1430,,,,
080877,SAT2ACT,660,790,1440,32,27,,32
080886,SAT2ACT,670,590,1260,,,,
080933,SAT2ACT,,,,23,22,,31
080934,SAT2ACT,580,610,1190,,,,
081074,SAT2ACT,,,,31,31,,35
081120,SAT2ACT,660,700,1340,,,,
081307,SAT2ACT,590,740,1330,21,18,,26
081397,SAT2ACT,570,690,1260,,,,
081471,SAT2ACT,560,800,1360,,,,
081630,SAT2ACT,560,620,1180,,,,
081636,SAT2ACT,650,760,1410,,,,
081646,SAT2ACT,560,690,1230,,,,
081719,SAT2ACT,600,600,1200,,,,
081800,SAT2ACT,560,620,1180,,,,
081843,SAT2ACT,690,590,1280,,,,
082118,,,,,,,,
082404,SAT2ACT,590,650,1210,,,,
082630,SAT2ACT,700,750,1430,,,,
082665,SAT2ACT,510,610,1120,,,,
082677,SAT2ACT,,,,33,35,,28
082820,SAT2ACT,,,,29,26,,29
082917,SAT2ACT,,,,28,28,,28
082973,SAT2ACT,,,,22,25,,23
083117,SAT2ACT,650,780,1430,,,,
083210,SAT2ACT,,,,26,22,,28
083274,SAT2ACT,620,730,1340,,,,
083286,SAT2ACT,560,530,1090,22,24,,21
083312,SAT2ACT,,,,24,26,,25
083675,SAT2ACT,740,770,1510,,,,
083684,SAT2ACT,670,690,1360,,,,
083744,SAT2ACT,580,690,1270,23,21,,26
083851,SAT2ACT,630,540,1130,25,27,,22
083946,SAT2ACT,580,600,1180,,,,
083950,SAT2ACT,580,620,1180,,,,
083963,SAT2ACT,610,610,1210,,,,
083972,SAT2ACT,680,630,1310,26,23,,28
083980,SAT2ACT,740,640,1380,32,33,,33
084002,SAT2ACT,660,710,1330,,,,
084019,SAT2ACT,690,750,1440,34,34,,31
084052,SAT2ACT,,,,27,28,,28
084063,SAT2ACT,720,710,1430,,,,
084100,SAT2ACT,570,750,1290,,,,
084437,SAT2ACT,640,640,1280,,,,
084467,SAT2ACT,600,700,1300,,,,
084710,SAT2ACT,660,710,1370,,,,
084718,SAT2ACT,460,410,850,,,,
084757,SAT2ACT,520,700,1220,,,,
084865,SAT2ACT,680,740,1420,,,,
084879,SAT2ACT,,,,35,35,,35
084889,SAT2ACT,680,720,1400,25,26,,27
084946,SAT2ACT,660,720,1380,,,,
085554,SAT2ACT,680,680,1360,28,25,,28
085603,SAT2ACT,730,710,1440,30,31,,33
085655,SAT2ACT,620,560,1180,,,,
085667,SAT2ACT,,,,21,20,,20
085759,SAT2ACT,,,,25,27,,25
086184,SAT2ACT,600,720,1320,23,24,,23
086191,SAT2ACT,710,790,1470,,,,
086211,SAT2ACT,620,680,1300,,,,
086240,SAT2ACT,,,,32,32,,31
086285,SAT2ACT,660,530,1180,27,29,,21
086293,SAT2ACT,690,640,1330,,,,
086300,SAT2ACT,670,730,1400,29,33,,30
086301,SAT2ACT,670,780,1450,,,,
086357,SAT2ACT,,,,33,35,,34
086549,SAT2ACT,560,560,1120,,,,
086561,SAT2ACT,680,700,1340,,,,
087019,SAT2ACT,,,,33,34,,34
087174,SAT2ACT,710,700,1410,,,,
087198,SAT2ACT,550,580,1130,,,,
087199,SAT2ACT,630,680,1290,,,,
087202,SAT2ACT,,,,35,35,,33
087213,SAT2ACT,,,,31,28,,33
087376,SAT2ACT,560,570,1130,,,,
087437,SAT2ACT,730,760,1430,,,,
087438,SAT2ACT,620,680,1300,,,,
087684,SAT2ACT,600,750,1340,,,,
087874,SAT2ACT,650,690,1340,,,,
087884,SAT2ACT,,,,22,24,,22
087998,SAT2ACT,610,780,1390,,,,
088009,SAT2ACT,580,750,1290,,,,
088025,SAT2ACT,670,620,1290,,,,
088054,SAT2ACT,640,640,1230,,,,
088065,SAT2ACT,,,,33,36,,30
088080,SAT2ACT,620,750,1370,,,,
088107,SAT2ACT,,,,36,36,,36
088122,SAT2ACT,770,790,1560,,,,
088349,SAT2ACT,630,780,1410,,,,
088397,SAT2ACT,750,730,1480,30,36,,30
088660,SAT2ACT,630,570,1170,,,,
089224,SAT2ACT,540,780,1320,,,,
089228,SAT2ACT,430,530,960,,,,
089274,SAT2ACT,730,760,1490,,,,
089682,SAT2ACT,630,550,1180,,,,
089687,SAT2ACT,620,730,1310,,,,
089706,SAT2ACT,520,620,1140,,,,
089710,SAT2ACT,630,640,1270,,,,
089821,SAT2ACT,610,740,1350,,,,
089833,SAT2ACT,620,650,1270,,,,
089872,SAT2ACT,750,730,1480,,,,
090565,SAT2ACT,700,790,1490,,,,
091317,SAT2ACT,650,670,1320,,,,
091361,SAT2ACT,630,620,1210,24,25,,24
091381,SAT2ACT,670,670,1340,,,,
091382,SAT2ACT,,,,27,22,,27
091384,SAT2ACT,690,750,1440,,,,
091393,SAT2ACT,620,730,1330,27,23,,28
091417,SAT2ACT,570,790,1360,,,,
091466,SAT2ACT,630,600,1230,,,,
091496,SAT2ACT,,,,28,34,,28
091593,SAT2ACT,,,,30,28,,27
091602,SAT2ACT,730,760,1490,,,,
091609,SAT2ACT,690,680,1370,,,,
091626,SAT2ACT,620,790,1400,,,,
091639,SAT2ACT,720,710,1430,,,,
091890,SAT2ACT,500,740,1240,,,,
091946,SAT2ACT,660,680,1300,29,24,,28
091948,SAT2ACT,700,740,1440,33,32,,34
091992,SAT2ACT,670,760,1430,,,,
092018,SAT2ACT,650,710,1360,,,,
092041,SAT2ACT,650,800,1440,,,,
092045,SAT2ACT,660,750,1410,,,,
092077,SAT2ACT,520,710,1190,,,,
093203,SAT2ACT,,,,35,35,,36
093371,SAT2ACT,,,,27,28,,28
093401,,,,,,,,
093492,SAT2ACT,,,,28,27,,30
094533,SAT2ACT,580,740,1320,,,,
094592,SAT2ACT,,,,33,34,,35
094935,SAT2ACT,620,690,1310,,,,
094958,SAT2ACT,660,780,1390,,,,
095225,SAT2ACT,,,,32,35,,31
095347,SAT2ACT,630,770,1390,,,,
095351,SAT2ACT,,,,32,35,,32
095391,SAT2ACT,650,800,1440,,,,
095395,SAT2ACT,670,720,1360,,,,
095420,SAT2ACT,690,630,1320,,,,
095430,SAT2ACT,610,770,1380,,,,
095981,SAT2ACT,690,740,1430,32,36,,32
096216,SAT2ACT,700,690,1360,,,,
096218,SAT2ACT,,,,32,29,,32
096237,SAT2ACT,,,,33,35,,33
096258,SAT2ACT,580,680,1250,,,,
096278,SAT2ACT,690,720,1410,29,28,,30
096280,SAT2ACT,,,,31,32,,34
096390,SAT2ACT,640,790,1360,,,,
096397,SAT2ACT,730,730,1440,,,,
096555,SAT2ACT,510,690,1200,,,,
096610,SAT2ACT,610,790,1390,,,,
096620,SAT2ACT,640,610,1250,,,,
096630,SAT2ACT,650,540,1180,26,21,,26
096671,SAT2ACT,730,680,1410,,,,
096676,SAT2ACT,580,700,1280,,,,
096686,SAT2ACT,580,670,1250,,,,
096689,SAT2ACT,,,,28,28,,30
096691,,,,,,,,
096738,SAT2ACT,,,,28,26,,29
096848,SAT2ACT,660,790,1450,,,,
096878,SAT2ACT,670,710,1380,,,,
096896,SAT2ACT,,,,33,35,,31
096939,SAT2ACT,,,,25,25,,26
096951,SAT2ACT,590,710,1250,,,,
096964,SAT2ACT,,,,27,31,,28
096979,SAT2ACT,730,710,1420,,,,
097051,SAT2ACT,680,660,1320,25,24,,26
097097,SAT2ACT,620,670,1290,,,,
097154,SAT2ACT,700,660,1330,,,,
097210,SAT2ACT,580,800,1380,,,,
097314,SAT2ACT,540,620,1160,,,,
097315,SAT2ACT,660,760,1400,,,,
097317,SAT2ACT,620,720,1340,,,,
097376,SAT2ACT,,,,26,28,,30
097389,SAT2ACT,500,710,1200,,,,
097408,SAT2ACT,740,770,1510,35,34,,34
097459,SAT2ACT,620,800,1420,,,,
097469,SAT2ACT,620,660,1280,,,,
097482,SAT2ACT,670,710,1360,,,,
097540,SAT2ACT,720,750,1420,,,,
097551,SAT2ACT,590,760,1350,,,,
097595,SAT2ACT,,,,30,27,,29
097602,SAT2ACT,680,800,1470,,,,
097735,SAT2ACT,610,670,1280,,,,
097782,SAT2ACT,750,730,1480,,,,
097792,SAT2ACT,560,740,1260,,,,
097796,SAT2ACT,,,,32,33,,34
097810,SAT2ACT,,,,30,33,,32
097813,SAT2ACT,,,,32,30,,30
097843,SAT2ACT,650,800,1450,,,,
097859,SAT2ACT,,,,31,31,,29
097872,SAT2ACT,700,710,1410,,,,
097899,SAT2ACT,670,790,1460,,,,
097941,SAT2ACT,620,610,1230,,,,
097984,SAT2ACT,710,680,1390,,,,
098032,SAT2ACT,620,550,1170,27,28,,24
098053,SAT2ACT,570,580,1150,23,22,,27
098092,SAT2ACT,650,800,1450,,,,
098112,SAT2ACT,680,700,1350,31,35,,27
098125,SAT2ACT,660,760,1400,,,,
098140,SAT2ACT,,,,30,33,,34
098199,SAT2ACT,,,,35,35,,35
098268,SAT2ACT,710,740,1450,,,,
098315,SAT2ACT,,,,29,26,,29
098381,SAT2ACT,580,660,1230,,,,
098435,SAT2ACT,,,,26,29,,24
098480,SAT2ACT,620,690,1310,,,,
098489,SAT2ACT,,,,22,22,,24
098562,SAT2ACT,,,,32,33,,30
098573,SAT2ACT,660,710,1370,,,,
098578,SAT2ACT,700,800,1480,,,,
098628,SAT2ACT,600,680,1280,,,,
098630,SAT2ACT,750,750,1490,,,,
098662,SAT2ACT,,,,34,35,,31
098690,SAT2ACT,,,,25,27,,28
098729,SAT2ACT,,,,28,30,,31
098732,SAT2ACT,660,700,1360,,,,
098882,SAT2ACT,660,730,1380,,,,
098894,SAT2ACT,750,770,1520,,,,
099022,SAT2ACT,610,670,1280,,,,
099047,SAT2ACT,670,690,1360,,,,
099090,SAT2ACT,660,700,1340,,,,
099098,SAT2ACT,680,660,1340,,,,
099175,SAT2ACT,640,660,1300,,,,
099177,SAT2ACT,710,720,1420,,,,
099226,SAT2ACT,590,760,1350,,,,
099337,SAT2ACT,,,,32,35,,31
099393,SAT2ACT,650,720,1360,33,34,,34
099420,SAT2ACT,560,710,1270,,,,
099426,SAT2ACT,530,700,1200,,,,
099475,SAT2ACT,600,650,1190,,,,
099508,SAT2ACT,660,760,1420,,,,
099523,SAT2ACT,560,670,1210,,,,
099532,SAT2ACT,720,720,1400,,,,
099674,SAT2ACT,,,,26,26,,31
099717,SAT2ACT,670,750,1390,,,,
099736,SAT2ACT,600,710,1310,,,,
099741,SAT2ACT,600,720,1320,,,,
099759,SAT2ACT,620,600,1210,,,,
099762,SAT2ACT,710,760,1450,,,,
099805,SAT2ACT,700,760,1460,31,32,,32
099820,SAT2ACT,670,740,1410,,,,
099832,SAT2ACT,640,780,1420,,,,
099847,SAT2ACT,520,750,1270,,,,
099973,SAT2ACT,510,740,1250,,,,
099982,SAT2ACT,580,590,1170,,,,
099988,SAT2ACT,740,780,1500,,,,
100034,SAT2ACT,630,600,1230,,,,
100036,SAT2ACT,,,,34,34,,35
100057,SAT2ACT,,,,32,31,,31
100077,SAT2ACT,,,,32,36,,29
100079,SAT2ACT,510,740,1250,,,,
100118,SAT2ACT,710,670,1380,,,,
100122,SAT2ACT,710,700,1390,,,,
100126,SAT2ACT,,,,33,34,,32
100158,SAT2ACT,620,770,1390,,,,
100240,SAT2ACT,600,800,1400,,,,
100332,SAT2ACT,700,750,1450,,,,
100358,SAT2ACT,670,800,1470,,,,
100384,SAT2ACT,590,640,1230,28,25,,28
100418,SAT2ACT,,,,27,31,,26
100434,SAT2ACT,730,780,1500,,,,
100473,SAT2ACT,,,,23,21,,31
100518,SAT2ACT,,,,23,21,,29
100553,SAT2ACT,730,780,1490,,,,
100601,SAT2ACT,600,750,1340,,,,
100634,SAT2ACT,510,790,1290,,,,
100696,SAT2ACT,,,,33,33,,34
100713,SAT2ACT,520,670,1190,,,,
100765,SAT2ACT,550,560,1110,,,,
100786,SAT2ACT,,,,27,24,,28
100844,SAT2ACT,570,670,1230,,,,
100855,SAT2ACT,660,650,1300,,,,
100929,SAT2ACT,700,790,1450,,,,
101236,SAT2ACT,640,600,1240,,,,
101237,SAT2ACT,680,800,1480,33,32,,35
101266,SAT2ACT,670,770,1440,,,,
101311,SAT2ACT,,,,33,32,,34
101333,SAT2ACT,620,560,1170,,,,
101463,SAT2ACT,670,790,1460,,,,
101538,SAT2ACT,,,,32,33,,34
101604,SAT2ACT,570,630,1200,,,,
101657,SAT2ACT,630,710,1340,,,,
101670,SAT2ACT,700,740,1420,32,29,,31
101676,SAT2ACT,,,,32,35,,30
101711,SAT2ACT,,,,24,25,,26
101763,,,,,,,,
101796,SAT2ACT,590,650,1200,,,,
101841,SAT2ACT,540,750,1290,,,,
101849,SAT2ACT,590,740,1330,,,,
101896,SAT2ACT,610,780,1320,,,,
101899,SAT2ACT,710,720,1420,34,34,,34
101909,SAT2ACT,700,770,1460,,,,
102004,SAT2ACT,620,670,1290,,,,
102051,SAT2ACT,670,760,1430,,,,
102063,SAT2ACT,730,750,1480,,,,
102141,SAT2ACT,,,,26,29,,27
102154,SAT2ACT,620,740,1350,,,,
102160,SAT2ACT,610,780,1370,,,,
102185,SAT2ACT,780,800,1580,,,,
102199,SAT2ACT,580,780,1360,,,,
102204,SAT2ACT,,,,33,35,,35
102223,SAT2ACT,620,590,1210,,,,
102290,SAT2ACT,,,,32,31,,29
102322,SAT2ACT,640,790,1430,,,,
102355,SAT2ACT,,,,27,31,,32
102367,SAT2ACT,630,790,1410,,,,
102467,SAT2ACT,,,,27,26,,34
102497,SAT2ACT,590,610,1190,,,,
102504,SAT2ACT,550,550,1060,,,,
102522,SAT2ACT,,,,28,24,,35
102620,SAT2ACT,,,,29,34,,34
102685,SAT2ACT,,,,29,28,,28
102749,SAT2ACT,,,,27,33,,26
102759,SAT2ACT,620,620,1240,,,,
102766,SAT2ACT,690,780,1470,,,,
102780,SAT2ACT,670,800,1470,,,,
102833,SAT2ACT,670,770,1440,,,,
102876,SAT2ACT,580,740,1320,28,25,,35
102882,SAT2ACT,700,660,1360,,,,
102885,SAT2ACT,,,,27,26,,28
102949,SAT2ACT,710,780,1490,,,,
102978,SAT2ACT,680,660,1340,,,,
103019,SAT2ACT,720,760,1480,,,,
103050,SAT2ACT,640,790,1430,,,,
103054,SAT2ACT,600,630,1220,24,23,,27
103151,SAT2ACT,,,,28,33,,30
103164,SAT2ACT,570,640,1190,,,,
103172,SAT2ACT,,,,31,31,,32
103269,SAT2ACT,560,800,1330,,,,
103283,SAT2ACT,,,,35,35,,36
103345,SAT2ACT,670,620,1290,,,,
103445,SAT2ACT,580,680,1260,,,,
103507,SAT2ACT,610,760,1370,,,,
103516,SAT2ACT,600,680,1280,24,18,,30
103592,SAT2ACT,720,790,1510,,,,
103638,SAT2ACT,680,740,1420,,,,
103644,SAT2ACT,740,790,1530,35,36,,35
103698,SAT2ACT,620,740,1340,,,,
103786,SAT2ACT,730,710,1440,,,,
103813,SAT2ACT,720,790,1460,,,,
103816,SAT2ACT,660,710,1370,,,,
103821,SAT2ACT,,,,27,28,,29
103872,SAT2ACT,690,760,1440,,,,
103898,SAT2ACT,,,,30,30,,29
103961,SAT2ACT,630,800,1380,,,,
104003,SAT2ACT,650,690,1340,29,25,,31
104013,SAT2ACT,620,590,1180,,,,
104082,SAT2ACT,780,750,1520,33,35,,27
104106,SAT2ACT,,,,27,25,,27
104208,SAT2ACT,650,740,1370,31,27,,30
104233,SAT2ACT,690,780,1460,,,,
104292,SAT2ACT,650,710,1360,30,24,,32
104299,SAT2ACT,,,,35,33,,36
104311,SAT2ACT,,,,30,34,,35
104345,SAT2ACT,650,750,1360,,,,
104425,SAT2ACT,,,,35,35,,33
104488,SAT2ACT,690,730,1410,33,32,,30
104504,SAT2ACT,680,710,1390,,,,
104509,SAT2ACT,,,,30,25,,29
104557,SAT2ACT,,,,36,35,,36
104575,SAT2ACT,,,,35,36,,33
104577,SAT2ACT,620,680,1300,,,,
104676,SAT2ACT,640,710,1320,,,,
104678,SAT2ACT,600,560,1160,,,,
104828,SAT2ACT,700,800,1500,33,35,,35
104918,SAT2ACT,,,,25,25,,24
104988,SAT2ACT,710,790,1500,,,,
105073,SAT2ACT,680,670,1340,,,,
105175,SAT2ACT,570,510,1080,,,,
105220,SAT2ACT,670,630,1270,,,,
105371,SAT2ACT,630,750,1380,,,,
105378,SAT2ACT,550,630,1180,,,,
105447,SAT2ACT,660,780,1440,,,,
105452,SAT2ACT,,,,30,29,,28
105515,SAT2ACT,,,,24,20,,30
105534,SAT2ACT,620,800,1420,,,,
105606,SAT2ACT,630,700,1330,,,,
105665,SAT2ACT,730,770,1500,,,,
105744,SAT2ACT,670,800,1470,,,,
105748,SAT2ACT,630,680,1310,,,,
105787,SAT2ACT,700,800,1500,,,,
105823,SAT2ACT,590,570,1160,,,,
105851,SAT2ACT,680,720,1390,,,,
105891,SAT2ACT,710,780,1470,,,,
105894,SAT2ACT,,,,31,33,,32
105952,SAT2ACT,,,,30,33,,30
105954,SAT2ACT,760,770,1510,,,,
106115,SAT2ACT,570,680,1250,,,,
106169,SAT2ACT,610,650,1260,,,,
106183,SAT2ACT,,,,33,35,,34
106256,SAT2ACT,580,620,1190,,,,
107040,,,,,,,,
107410,SAT2ACT,660,790,1450,,,,
107440,SAT2ACT,,,,30,28,,34
107571,SAT2ACT,620,710,1330,,,,
108098,SAT2ACT,600,640,1210,,,,
108138,SAT2ACT,680,650,1330,,,,
108151,SAT2ACT,700,680,1350,,,,
108170,SAT2ACT,,,,26,23,,35
108174,SAT2ACT,,,,23,27,,26
108376,SAT2ACT,750,780,1490,,,,
108433,SAT2ACT,610,760,1360,,,,
108464,SAT2ACT,540,690,1230,,,,
108789,SAT2ACT,600,770,1350,,,,
109194,SAT2ACT,,,,32,31,,31
109308,SAT2ACT,650,660,1310,,,,
109455,SAT2ACT,580,670,1240,27,23,,29
109684,SAT2ACT,580,800,1380,,,,
109697,SAT2ACT,670,680,1350,,,,
109733,SAT2ACT,670,690,1350,,,,
109737,,,,,,,,
110056,SAT2ACT,710,780,1450,,,,
110068,SAT2ACT,550,790,1340,,,,
110405,SAT2ACT,,,,31,31,,31
110446,SAT2ACT,720,800,1520,,,,
110471,SAT2ACT,,,,27,25,,33
111468,SAT2ACT,670,680,1350,26,26,,28
111561,SAT2ACT,660,650,1310,,,,
112205,SAT2ACT,,,,26,24,,26
112268,SAT2ACT,560,590,1150,23,22,,25
112421,,,,,,,,
112440,SAT2ACT,660,690,1350,28,26,,28
113365,SAT2ACT,620,590,1210,,,,
113373,SAT2ACT,540,640,1180,21,16,,26
113789,SAT2ACT,570,520,1090,,,,
113896,SAT2ACT,,,,31,31,,29
113999,SAT2ACT,,,,30,35,,31
114184,,,,,,,,
115050,,,,,,,,
115381,,,,,,,,
116467,SAT2ACT,,,,28,26,,35
116966,,,,,,,,
117666,SAT2ACT,650,560,1210,,,,
117784,SAT2ACT,,,,21,20,,23
117793,SAT2ACT,680,790,1450,35,35,,35
118482,,,,,,,,
118504,SAT2ACT,610,570,1180,,,,
118941,SAT2ACT,750,700,1450,,,,
118964,,,,,,,,
119487,SAT2ACT,,,,24,21,,26
119496,SAT2ACT,750,790,1540,,,,
119816,SAT2ACT,690,700,1390,32,32,,31
119891,SAT2ACT,690,740,1430,34,35,,33
119907,SAT2ACT,,,,32,31,,29
120345,SAT2ACT,590,800,1390,,,,
120436,SAT2ACT,630,600,1220,24,25,,25
120437,SAT2ACT,650,690,1340,28,29,,28
120523,,,,,,,,
120862,SAT2ACT,620,750,1370,,,,
120934,,,,,,,,
121098,SAT2ACT,470,500,970,,,,
121295,SAT2ACT,,,,26,25,,30
121358,SAT2ACT,,,,28,33,,29
121740,,,,,,,,
122137,SAT2ACT,650,710,1350,,,,
122210,SAT2ACT,650,680,1330,,,,
122212,SAT2ACT,560,660,1200,,,,
122395,SAT2ACT,610,650,1260,26,25,,26
122625,SAT2ACT,,,,31,33,,31
122668,SAT2ACT,740,680,1420,33,35,,31
122708,SAT2ACT,750,690,1440,,,,
123251,SAT2ACT,750,800,1510,,,,
123345,SAT2ACT,660,740,1400,29,23,,33
123605,SAT2ACT,650,620,1230,23,21,,18
123685,SAT2ACT,590,540,1130,,,,
123687,SAT2ACT,650,540,1190,23,24,,18
123716,SAT2ACT,680,690,1370,27,28,,27
123761,,,,,,,,
123931,,,,,,,,
124218,SAT2ACT,540,570,,,,,
124282,SAT2ACT,760,760,1520,,,,
124328,SAT2ACT,530,570,1100,22,21,,26
124443,SAT2ACT,780,750,1530,,,,
124453,SAT2ACT,670,770,1410,28,30,,29
124540,SAT2ACT,730,710,1440,,,,
124560,SAT2ACT,610,600,1210,,,,
124722,SAT2ACT,630,710,1340,,,,
124726,SAT2ACT,660,730,1390,,,,
125022,,,,,,,,
125617,SAT2ACT,540,580,1120,,,,
125765,SAT2ACT,660,700,1360,30,24,,28
125803,SAT2ACT,650,710,1340,,,,
125817,SAT2ACT,630,660,1280,,,,
125930,SAT2ACT,620,680,1270,,,,
125966,SAT2ACT,680,720,1400,33,32,,34
126115,SAT2ACT,,,,34,35,,32
126143,SAT2ACT,540,510,1050,20,15,,24
126227,SAT2ACT,580,750,1250,28,24,,35
126317,SAT2ACT,550,620,1170,,,,
126529,SAT2ACT,690,600,1290,29,29,,27
127076,SAT2ACT,580,590,1170,25,22,,24
127453,SAT2ACT,590,600,1190,,,,
127617,SAT2ACT,770,700,1470,31,27,,28
128106,SAT2ACT,670,650,1320,,,,
128355,SAT2ACT,650,590,1240,,,,
128559,SAT2ACT,520,650,1170,,,,
128741,SAT2ACT,620,770,1380,29,22,,35
128749,SAT2ACT,580,560,1140,21,18,,23
129080,SAT2ACT,650,760,1410,,,,
129696,SAT2ACT,,,,30,29,,29
130820,SAT2ACT,570,590,1140,23,21,,25
131290,SAT2ACT,610,610,1220,,,,
131316,SAT2ACT,630,650,1280,,,,
131317,SAT2ACT,,,,33,34,,32
131334,SAT2ACT,,,,27,27,,27
131335,SAT2ACT,640,670,1310,28,27,,29
131346,SAT2ACT,650,700,1350,29,29,,29
131348,SAT2ACT,710,680,1390,26,26,,25
131363,SAT2ACT,680,700,1380,,,,
131372,SAT2ACT,580,690,1250,23,20,,27
131378,SAT2ACT,740,730,1470,32,35,,32
131408,SAT2ACT,740,660,1400,,,,
131414,SAT2ACT,610,650,1180,25,23,,26
131445,SAT2ACT,650,650,1300,28,25,,27
131448,SAT2ACT,590,630,1220,,,,
131474,SAT2ACT,560,740,1300,29,24,,32
131489,SAT2ACT,560,640,1200,,,,
131490,SAT2ACT,,,,27,24,,29
131509,SAT2ACT,,,,30,27,,30
131520,SAT2ACT,780,780,1560,,,,
131523,SAT2ACT,730,770,1500,31,32,,31
131536,SAT2ACT,740,750,1490,32,34,,28
131610,SAT2ACT,,,,31,33,,33
131638,SAT2ACT,670,650,1320,,,,
131656,SAT2ACT,670,710,1350,28,27,,30
131676,SAT2ACT,640,690,1330,,,,
131716,SAT2ACT,710,680,1390,31,34,,33
131721,SAT2ACT,720,790,1510,32,33,,30
131729,SAT2ACT,660,630,1280,26,25,,25
131734,SAT2ACT,620,580,1200,25,24,,26
131751,SAT2ACT,590,680,1270,25,20,,30
131753,SAT2ACT,700,680,1380,32,35,,29
131813,SAT2ACT,640,680,1320,28,33,,29
131821,SAT2ACT,590,620,1210,,,,
131841,SAT2ACT,,,,27,22,,31
131868,SAT2ACT,,,,28,29,,26
131869,SAT2ACT,640,670,1310,,,,
131877,SAT2ACT,560,540,1100,29,30,,31
131888,SAT2ACT,630,590,1220,27,22,,25
131893,SAT2ACT,610,580,1190,27,22,,31
131902,SAT2ACT,580,680,1260,28,26,,28
131926,SAT2ACT,670,730,1400,,,,
131931,SAT2ACT,710,720,1430,28,28,,28
131945,SAT2ACT,650,610,1250,,,,
131946,SAT2ACT,580,660,1210,22,20,,25
131953,SAT2ACT,620,660,1280,29,30,,30
131967,SAT2ACT,510,680,1160,25,21,,27
131981,SAT2ACT,550,690,1240,24,23,,27
131986,SAT2ACT,690,750,1440,,,,
131987,SAT2ACT,680,790,1470,,,,
131988,SAT2ACT,670,700,1370,28,25,,27
131996,SAT2ACT,,,,34,33,,32
132031,SAT2ACT,680,670,1350,,,,
132036,SAT2ACT,590,640,1230,23,20,,25
132048,SAT2ACT,660,570,1230,27,30,,23
132049,SAT2ACT,710,680,1390,,,,
132064,SAT2ACT,680,690,1370,33,33,,33
132066,SAT2ACT,650,780,1430,,,,
132078,SAT2ACT,600,580,1180,,,,
132084,SAT2ACT,710,690,1400,,,,
132085,SAT2ACT,,,,29,27,,28
132095,SAT2ACT,660,660,1310,24,25,,23
132096,SAT2ACT,710,780,1490,32,36,,31
132123,SAT2ACT,640,660,1260,26,27,,26
132127,SAT2ACT,620,590,1190,23,22,,24
132130,SAT2ACT,750,680,1430,,,,
132132,SAT2ACT,610,670,1280,,,,
132152,SAT2ACT,710,740,1450,34,34,,29
132158,SAT2ACT,,,,32,32,,31
132167,SAT2ACT,660,710,1370,,,,
132181,SAT2ACT,,,,28,23,,32
132184,SAT2ACT,640,690,1330,27,25,,30
132188,SAT2ACT,700,770,1470,35,36,,34
132208,SAT2ACT,680,660,1320,30,32,,28
132216,SAT2ACT,700,740,1440,31,34,,29
132217,SAT2ACT,600,680,1280,24,22,,31
132237,SAT2ACT,750,730,1480,35,36,,33
132275,SAT2ACT,730,710,1440,33,34,,28
132312,SAT2ACT,720,690,1410,33,30,,32
132324,SAT2ACT,,,,30,30,,31
132328,SAT2ACT,670,710,1380,,,,
132336,SAT2ACT,640,750,1350,29,31,,29
132340,SAT2ACT,590,590,1160,25,23,,27
132343,SAT2ACT,680,770,1450,33,35,,34
132344,SAT2ACT,,,,32,35,,32
132360,SAT2ACT,690,730,1420,,,,
132365,SAT2ACT,670,640,1310,32,34,,28
132374,SAT2ACT,660,740,1400,31,30,,32
132381,SAT2ACT,660,800,1460,32,33,,35
132387,SAT2ACT,520,600,1120,,,,
132417,SAT2ACT,560,600,1160,25,22,,29
132418,SAT2ACT,,,,28,28,,32
