Key,CONFIDENTIALITY_IND,GENDER,GENDER_DESC,REPORTING_ETHNICITY_CODE,REPORTING_ETHNICITY,UNDERREPRESENTED_MINORITY_IND,ADMISSIONS_ATTRIBUTE,ADMISSIONS_ATTRIBUTE_DESC,RESIDENCY,RESIDENCY_DESC,ADDRESS_RULE,COUNTY,COUNTY_DESC,STATE_PROVINCE,STATE_PROVINCE_DESC,NATION,NATION_DESC
197168,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
197296,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
197700,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
197722,N,M,Male,Y,Hispanic/Latino,Y,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,37179,Union,NC,North Carolina,,
197724,N,M,Male,Y,Hispanic/Latino,Y,,,R,Resident,PERMADDR,18019,Clark,IN,Indiana,,
197879,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CR,Costa Rica
198048,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,53033,King,WA,Washington,,
198296,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,55025,Dane,WI,Wisconsin,,
198366,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,20161,Riley,KS,Kansas,,
198379,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,15003,Honolulu,HI,Hawaii,,
198388,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CA,Canada
198589,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
198592,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
198604,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,AL,Alabama,KR,Republic of Korea
199087,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,53033,King,WA,Washington,,
199315,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
199902,N,M,Male,Y,Hispanic/Latino,Y,A1GS,1st Generation Student,R,Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
199962,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,06073,San Diego,CA,California,,
199982,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,34025,Monmouth,NJ,New Jersey,,
200271,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,VN,Vietnam
200337,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,TW,Taiwan
200395,N,F,Female,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
200454,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
200475,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,VN,Vietnam
200497,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
200592,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
200616,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
200646,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CA,Canada
200656,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
200671,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
200781,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
200788,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
200812,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,34003,Bergen,NJ,New Jersey,,
200817,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
200912,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,06073,San Diego,CA,California,,
200930,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,54069,Ohio,WV,West Virginia,,
200997,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18137,Ripley,IN,Indiana,,
201094,N,F,Female,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,LK,Sri Lanka
201204,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,36081,Queens,NY,New York,,
201205,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
201235,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
201268,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
201361,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
201423,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,PA,Panama
201432,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,AE,United Arab Emirates
201624,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,SG,Singapore
201641,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,27053,Hennepin,MN,Minnesota,,
201646,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
201647,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
201648,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
201652,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
201662,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,AE,United Arab Emirates
201695,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06085,Santa Clara,CA,California,,
201698,N,F,Female,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
201702,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18023,Clinton,IN,Indiana,,
201728,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
201870,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
201892,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
201905,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
202312,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
202752,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
202819,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,23015,Lincoln,ME,Maine,,
203303,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
203326,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
203338,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,BR,Brazil
203456,N,M,Male,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18167,Vigo,IN,Indiana,US,United States
203494,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18011,Boone,IN,Indiana,,
203619,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18047,Franklin,IN,Indiana,,
203663,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
204255,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,06073,San Diego,CA,California,,
204707,N,M,Male,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18137,Ripley,IN,Indiana,,
204958,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,,,,,CL,Chile
205755,N,F,Female,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,SA,Saudi Arabia
205853,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
206508,N,F,Female,X,2 or more races,N,,,R,Resident,PERMADDR,18003,Allen,IN,Indiana,,
206745,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
207270,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18059,Hancock,IN,Indiana,,
207379,N,F,Female,I,International,N,,,F,Foreign,,,,,,,
207767,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
209032,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
209604,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,BO,Bolivia
209650,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
209653,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
209873,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
210399,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,37183,Wake,NC,North Carolina,,
210409,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,TW,Taiwan
210867,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18151,Steuben,IN,Indiana,,
211405,N,M,Male,X,2 or more races,Y,,,R,Resident,PERMADDR,18029,Dearborn,IN,Indiana,,
211666,N,F,Female,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,JP,Japan
211798,N,M,Male,Y,Hispanic/Latino,Y,A1GS,1st Generation Student,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
212268,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18095,Madison,IN,Indiana,,
212320,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,17097,Lake,IL,Illinois,,
212510,N,M,Male,C,Black or African American,Y,,,R,Resident,PERMADDR,18089,Lake,IN,Indiana,,
212640,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,OM,Oman
212847,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
212857,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18167,Vigo,IN,Indiana,,
212915,N,M,Male,B,White,N,,,R,Resident,PERMADDR,,,IN,Indiana,,
213749,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
213768,N,M,Male,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18095,Madison,IN,Indiana,,
213777,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
214833,N,M,Male,B,White,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,36029,Erie,NY,New York,,
214839,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,48113,Dallas,TX,Texas,,
214913,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
214974,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18085,Kosciusko,IN,Indiana,,
215173,N,M,Male,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,37031,Carteret,NC,North Carolina,,
218247,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
218254,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
218505,N,F,Female,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
219453,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18003,Allen,IN,Indiana,,
220036,N,M,Male,B,White,N,,,R,Resident,PERMADDR,51059,Fairfax,VA,Virginia,,
220284,N,F,Female,Z,Unknown,N,,,R,Resident,PERMADDR,18089,Lake,IN,Indiana,,
221120,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17097,Lake,IL,Illinois,,
223313,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18003,Allen,IN,Indiana,,
223373,N,M,Male,B,White,N,,,R,Resident,PERMADDR,,,IN,Indiana,,
223867,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,AE,United Arab Emirates
223905,N,F,Female,C,Black or African American,Y,,,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
224090,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,26081,Kent,MI,Michigan,,
224106,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18105,Monroe,IN,Indiana,,
224216,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
224273,N,M,Male,X,2 or more races,N,,,N,Non-Resident,PERMADDR,42029,Chester,PA,Pennsylvania,,
224428,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,25017,Middlesex,MA,Massachusetts,,
224474,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18089,Lake,IN,Indiana,,
224499,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
224573,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18037,Dubois,IN,Indiana,,
224725,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17043,Dupage,IL,Illinois,,
224794,N,M,Male,B,White,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,17091,Kankakee,IL,Illinois,,
224816,N,M,Male,X,2 or more races,Y,,,N,Non-Resident,PERMADDR,04013,Maricopa,AZ,Arizona,,
224828,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
224964,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
225150,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
225163,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,26125,Oakland,MI,Michigan,,
225176,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
225292,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,,,,,IN,India
225344,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18129,Posey,IN,Indiana,,
225383,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,27037,Dakota,MN,Minnesota,,
225414,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,12081,Manatee,FL,Florida,,
225475,N,M,Male,X,2 or more races,Y,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
225593,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18141,St Joseph,IN,Indiana,,
225625,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
225745,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18003,Allen,IN,Indiana,,
225830,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
225849,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18065,Henry,IN,Indiana,,
225883,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,08013,Boulder,CO,Colorado,,
225930,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18073,Jasper,IN,Indiana,,
226057,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18081,Johnson,IN,Indiana,,
226071,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,19113,Linn,IA,Iowa,,
226085,N,M,Male,X,2 or more races,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
226471,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,45083,Spartanburg,SC,South Carolina,,
226557,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
227705,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,26091,Lenawee,MI,Michigan,,
227713,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
227937,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,42091,Montgomery,PA,Pennsylvania,,
228169,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18115,Ohio,IN,Indiana,,
228228,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,42003,Allegheny,PA,Pennsylvania,,
228300,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,18085,Kosciusko,IN,Indiana,US,United States
228401,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
228424,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,26049,Genesee,MI,Michigan,,
228587,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
228641,N,M,Male,B,White,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,37159,Rowan,NC,North Carolina,,
228688,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,SG,Singapore
228691,N,F,Female,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,18157,Tippecanoe,IN,Indiana,,
228809,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18019,Clark,IN,Indiana,,
229017,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
229128,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
229197,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06001,Alameda,CA,California,,
229304,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18089,Lake,IN,Indiana,,
229378,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,29189,Saint Louis,MO,Missouri,,
229399,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17097,Lake,IL,Illinois,,
229487,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18039,Elkhart,IN,Indiana,,
229492,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
229841,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,39023,Clark,OH,Ohio,,
229855,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
229948,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
230047,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
230083,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18131,Pulaski,IN,Indiana,,
230093,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,27037,Dakota,MN,Minnesota,,
230217,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,17097,Lake,IL,Illinois,,
230224,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17097,Lake,IL,Illinois,,
230389,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18017,Cass,IN,Indiana,,
230681,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18105,Monroe,IN,Indiana,,
230793,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
231028,N,M,Male,D,Asian,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
231071,N,F,Female,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,,,,,CO,Colombia
231087,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18163,Vanderburgh,IN,Indiana,,
231094,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17119,Madison,IL,Illinois,,
231110,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
231156,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
231277,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
231284,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
231345,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17089,Kane,IL,Illinois,,
231419,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
231472,N,M,Male,C,Black or African American,Y,,,R,Resident,PERMADDR,18097,Marion,IN,Indiana,US,United States
231616,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
231661,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,42017,Bucks,PA,Pennsylvania,,
231727,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18031,Decatur,IN,Indiana,,
231734,N,M,Male,B,White,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,42125,Washington,PA,Pennsylvania,,
231860,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,09001,Fairfield,CT,Connecticut,,
231878,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
231888,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
231895,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,,,,,SA,Saudi Arabia
232097,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06085,Santa Clara,CA,California,,
232527,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
232562,N,F,Female,C,Black or African American,Y,,,N,Non-Resident,PERMADDR,17031,Cook,IL,Illinois,,
232592,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,42029,Chester,PA,Pennsylvania,,
232616,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17197,Will,IL,Illinois,,
232711,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,34027,Morris,NJ,New Jersey,,
232727,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18127,Porter,IN,Indiana,,
232781,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,12099,Palm Beach,FL,Florida,,
232910,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,ID,Indonesia
232955,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,09001,Fairfield,CT,Connecticut,,
233012,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18127,Porter,IN,Indiana,,
233222,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18043,Floyd,IN,Indiana,,
233254,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18093,Lawrence,IN,Indiana,,
233411,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,06037,Los Angeles,CA,California,,
233532,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
233568,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18053,Grant,IN,Indiana,,
233602,N,M,Male,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
233669,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,25017,Middlesex,MA,Massachusetts,,
233671,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17197,Will,IL,Illinois,,
233766,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
233940,N,M,Male,X,2 or more races,Y,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
233995,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
234205,N,M,Male,F,Native Hawaiian or Other Pacific Islander,Y,,,N,Non-Resident,PERMADDR,29189,Saint Louis,MO,Missouri,,
234224,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
234259,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,,,,,KR,Republic of Korea
234339,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,06037,Los Angeles,CA,California,,
234536,N,M,Male,Z,Unknown,N,,,N,Non-Resident,PERMADDR,34027,Morris,NJ,New Jersey,,
234661,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,26125,Oakland,MI,Michigan,,
234694,N,F,Female,Z,Unknown,N,,,N,Non-Resident,PERMADDR,29019,Boone,MO,Missouri,,
234790,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,36055,Monroe,NY,New York,,
234913,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,24013,Carroll,MD,Maryland,,
234926,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,17043,Dupage,IL,Illinois,,
234955,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
234962,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
234984,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,13121,Fulton,GA,Georgia,,
234996,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18005,Bartholomew,IN,Indiana,,
234998,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17043,Dupage,IL,Illinois,,
235052,N,M,Male,Y,Hispanic/Latino,Y,A1GS,1st Generation Student,R,Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
235227,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,25017,Middlesex,MA,Massachusetts,,
235229,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18173,Warrick,IN,Indiana,,
235249,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,24037,Saint Marys,MD,Maryland,,
235336,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,37179,Union,NC,North Carolina,,
235347,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,34023,Middlesex,NJ,New Jersey,,
235391,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,39153,Summit,OH,Ohio,,
235399,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,48113,Dallas,TX,Texas,,
235434,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18029,Dearborn,IN,Indiana,,
235540,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,48113,Dallas,TX,Texas,,
235594,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,48453,Travis,TX,Texas,,
235644,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18059,Hancock,IN,Indiana,,
235799,N,M,Male,X,2 or more races,N,,,N,Non-Resident,PERMADDR,17043,Dupage,IL,Illinois,,
235864,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,26081,Kent,MI,Michigan,,
235947,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
235967,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18003,Allen,IN,Indiana,,
236025,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18011,Boone,IN,Indiana,,
236049,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18105,Monroe,IN,Indiana,,
236421,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17119,Madison,IL,Illinois,,
236505,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17097,Lake,IL,Illinois,,
236520,N,F,Female,D,Asian,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
236551,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,47037,Davidson,TN,Tennessee,,
236729,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,,,,,BO,Bolivia
236780,N,F,Female,X,2 or more races,N,,,N,Non-Resident,PERMADDR,06065,Riverside,CA,California,,
236794,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,26077,Kalamazoo,MI,Michigan,,
236813,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,36015,Chemung,NY,New York,,
236844,N,F,Female,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18127,Porter,IN,Indiana,,
236892,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,06073,San Diego,CA,California,,
236925,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,48367,Parker,TX,Texas,,
237002,N,M,Male,Y,Hispanic/Latino,Y,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,42091,Montgomery,PA,Pennsylvania,,
237036,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18011,Boone,IN,Indiana,,
237138,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,10003,New Castle,DE,Delaware,,
237250,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,26161,Washtenaw,MI,Michigan,,
