PUID_SIX,ACADEMIC_PERIOD,TRANSFER_COURSE_INSTITUTION,TRANSFER_COURSE_INST_DESC,COURSE_IDENTIFICATION,COURSE_TITLE_SHORT,TRANSFER_COURSE_IND,CREDITS_EARNED
145096,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
145096,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
145214,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
145214,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
145391,,,,,,,
145573,,,,,,,
145575,,,,,,,
145593,,,,,,,
145660,,,,,,,
145753,,,,,,,
145809,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
145827,,,,,,,
145849,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
145849,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
145884,,,,,,,
145952,,,,,,,
145954,,,,,,,
146023,,,,,,,
146101,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
146101,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
146127,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
146464,,,,,,,
146482,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
146482,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
146482,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
146612,,,,,,,
146632,,,,,,,
146649,,,,,,,
146736,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
146736,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
146947,,,,,,,
147237,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
147237,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
147291,,,,,,,
147485,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
147485,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
147499,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
147518,,,,,,,
147537,,,,,,,
147708,,,,,,,
147792,,,,,,,
148191,,,,,,,
148192,,,,,,,
148429,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
148442,,,,,,,
148503,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
148503,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
148503,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
148503,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
148519,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
148618,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
148734,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
148734,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
149096,,,,,,,
149117,,,,,,,
149126,,,,,,,
149134,,,,,,,
149192,,,,,,,
149417,,,,,,,
149534,,,,,,,
149633,,,,,,,
149837,,,,,,,
149887,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
150094,,,,,,,
150229,,,,,,,
150249,,,,,,,
150283,,,,,,,
150285,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
150437,,,,,,,
150468,,,,,,,
150511,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
150511,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
150524,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
150524,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
150570,,,,,,,
150632,,,,,,,
150633,,,,,,,
150672,,,,,,,
150679,,,,,,,
150699,,,,,,,
150981,,,,,,,
150983,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
151014,,,,,,,
151114,,,,,,,
151192,,,,,,,
151209,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
151374,,,,,,,
151447,,,,,,,
151477,,,,,,,
151517,,,,,,,
151555,,,,,,,
151559,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
151559,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
151575,,,,,,,
151602,,,,,,,
151637,,,,,,,
151651,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
151651,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
151708,,,,,,,
151717,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus,Y,4
151717,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
151782,,,,,,,
151783,,,,,,,
151828,,,,,,,
151852,201910,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
151852,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
151892,,,,,,,
151895,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
151895,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
152201,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
152702,,,,,,,
152724,,,,,,,
152747,,,,,,,
152965,,,,,,,
153010,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
153010,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
153025,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
153127,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
153127,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
153127,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
153127,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
153127,201930,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
153494,,,,,,,
153638,,,,,,,
153701,,,,,,,
153849,,,,,,,
153885,,,,,,,
153952,,,,,,,
153984,,,,,,,
153999,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
153999,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
154161,,,,,,,
154257,,,,,,,
154511,,,,,,,
154527,,,,,,,
154676,,,,,,,
154684,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
154733,,,,,,,
154927,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
154927,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
154966,,,,,,,
155035,,,,,,,
155043,,,,,,,
155258,,,,,,,
155427,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
155427,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
155427,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
155432,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
155432,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
155432,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
156165,,,,,,,
156177,,,,,,,
156182,,,,,,,
156221,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
156302,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
156423,,,,,,,
156755,,,,,,,
156762,,,,,,,
156784,,,,,,,
156938,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
156944,,,,,,,
157247,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
157275,,,,,,,
157287,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
157353,,,,,,,
157359,,,,,,,
157489,,,,,,,
157526,,,,,,,
157627,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
157995,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
158031,,,,,,,
158048,,,,,,,
158283,,,,,,,
158382,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
158382,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
158382,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
158382,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
158444,,,,,,,
158585,,,,,,,
158592,,,,,,,
158608,,,,,,,
158618,,,,,,,
158619,,,,,,,
158733,,,,,,,
158846,,,,,,,
158877,,,,,,,
158878,,,,,,,
158900,,,,,,,
159504,,,,,,,
159556,,,,,,,
159813,,,,,,,
159834,,,,,,,
159851,,,,,,,
159870,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
160016,,,,,,,
160177,,,,,,,
160530,,,,,,,
160683,,,,,,,
160719,,,,,,,
160796,,,,,,,
161140,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
161140,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
161173,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
161173,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
161338,,,,,,,
161668,,,,,,,
161674,,,,,,,
161833,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
161833,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
161833,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
161905,,,,,,,
162111,,,,,,,
162120,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
162120,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
162432,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
162514,,,,,,,
162542,,,,,,,
162584,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
162584,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
162584,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
162584,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
162875,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
162882,,,,,,,
162887,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
162989,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
163009,,,,,,,
163092,,,,,,,
163113,,,,,,,
163380,,,,,,,
163404,,,,,,,
163686,,,,,,,
163688,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
163944,,,,,,,
164044,,,,,,,
164073,,,,,,,
164194,,,,,,,
164259,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
164439,,,,,,,
164622,,,,,,,
164818,,,,,,,
164847,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
164882,,,,,,,
165133,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
165133,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
165306,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
165315,,,,,,,
165323,,,,,,,
165344,,,,,,,
165462,,,,,,,
165611,,,,,,,
165759,,,,,,,
166025,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
166146,,,,,,,
166153,,,,,,,
166165,,,,,,,
166295,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
166295,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
166298,,,,,,,
166326,,,,,,,
166651,,,,,,,
166665,,,,,,,
166686,,,,,,,
167511,,,,,,,
167746,,,,,,,
167775,,,,,,,
167802,,,,,,,
167815,,,,,,,
167845,,,,,,,
167884,,,,,,,
167971,,,,,,,
168015,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus,Y,4
168015,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
168086,,,,,,,
168197,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
168197,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
168241,,,,,,,
168469,,,,,,,
168530,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
168535,,,,,,,
168659,,,,,,,
168997,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
168997,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
169438,,,,,,,
169459,,,,,,,
169695,,,,,,,
169770,,,,,,,
169772,,,,,,,
169773,,,,,,,
169959,,,,,,,
170107,,,,,,,
170137,,,,,,,
170251,,,,,,,
170270,,,,,,,
170298,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
170310,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
170310,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
170684,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
170761,,,,,,,
170876,,,,,,,
171127,,,,,,,
171527,,,,,,,
171547,,,,,,,
171811,,,,,,,
172018,,,,,,,
172272,,,,,,,
172446,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
172446,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
172647,,,,,,,
172813,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
172813,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
172813,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
173361,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
173361,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
173361,201930,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
173730,,,,,,,
176463,,,,,,,
178020,,,,,,,
178945,,,,,,,
179195,,,,,,,
179263,,,,,,,
179713,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
180246,,,,,,,
180302,,,,,,,
180429,,,,,,,
181526,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
181994,,,,,,,
182928,,,,,,,
183171,,,,,,,
183261,,,,,,,
183849,,,,,,,
183856,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
183856,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
183856,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
183905,,,,,,,
188057,,,,,,,
188201,,,,,,,
188495,,,,,,,
189107,,,,,,,
189173,,,,,,,
189325,,,,,,,
189771,,,,,,,
189844,,,,,,,
189873,,,,,,,
190174,,,,,,,
190216,,,,,,,
190295,,,,,,,
190409,,,,,,,
190461,,,,,,,
190765,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
190805,,,,,,,
191125,201920,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
191278,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
191385,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
191385,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
191385,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
192185,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus,Y,4
192185,201930,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
192185,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
192185,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
192387,,,,,,,
193249,,,,,,,
193619,202010,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus AB,Y,3
194058,,,,,,,
194277,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
194277,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
194277,201930,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
194441,,,,,,,
194526,,,,,,,
194876,,,,,,,
194947,,,,,,,
194948,,,,,,,
195030,,,,,,,
195264,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
195264,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
195324,,,,,,,
195593,,,,,,,
196028,,,,,,,
196134,,,,,,,
196284,,,,,,,
196481,,,,,,,
196753,,,,,,,
197761,,,,,,,
198048,,,,,,,
198245,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
199902,,,,,,,
199953,,,,,,,
200654,,,,,,,
200691,,,,,,,
200787,,,,,,,
200815,,,,,,,
200833,,,,,,,
200925,,,,,,,
201353,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
201353,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
201697,,,,,,,
202138,,,,,,,
202823,,,,,,,
203629,,,,,,,
204277,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
204277,202110,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
204277,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
204644,,,,,,,
204958,,,,,,,
205578,,,,,,,
206512,,,,,,,
206943,,,,,,,
207622,,,,,,,
208372,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
208372,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
208372,202030,99ADPL,Advance Placement - CEEB,PHYS17200,Modern Mechanics,Y,4
208372,202030,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
209804,,,,,,,
210519,201930,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
210519,201930,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
211201,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
212070,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
212917,,,,,,,
213051,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
213062,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
213307,,,,,,,
213521,,,,,,,
213551,,,,,,,
213687,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
213765,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
213765,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
213768,,,,,,,
213777,,,,,,,
213821,,,,,,,
213842,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
213842,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
213842,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
213952,,,,,,,
214038,,,,,,,
214195,,,,,,,
214251,,,,,,,
214275,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
214275,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
214358,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
214358,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
214618,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
214835,,,,,,,
215244,,,,,,,
215265,,,,,,,
215270,,,,,,,
215301,,,,,,,
215491,,,,,,,
215683,,,,,,,
216344,,,,,,,
218286,,,,,,,
218431,,,,,,,
218440,,,,,,,
218833,,,,,,,
219012,,,,,,,
219079,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
219137,,,,,,,
219265,202210,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
219265,202210,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
219267,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
219267,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
219428,,,,,,,
219856,,,,,,,
219927,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
219930,,,,,,,
220032,,,,,,,
220489,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
220489,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
220489,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
220781,,,,,,,
221617,,,,,,,
222078,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
222216,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
223346,,,,,,,
223347,202110,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
223363,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
223538,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
223559,,,,,,,
223870,,,,,,,
223871,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus,Y,4
223871,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
223899,,,,,,,
223906,,,,,,,
223913,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
223928,,,,,,,
223967,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
223967,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
223967,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
223967,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
223968,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
223968,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
223970,,,,,,,
224006,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
224025,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
224025,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
224025,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
224025,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
224035,,,,,,,
224045,,,,,,,
224048,,,,,,,
224076,,,,,,,
224090,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
224090,202030,99CLEP,CLEP Credit,MA16500,Anlytc Geomtry&Calc I,Y,4
224105,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
224112,,,,,,,
224155,,,,,,,
224159,,,,,,,
224175,,,,,,,
224180,,,,,,,
224184,,,,,,,
224199,,,,,,,
224221,,,,,,,
224225,,,,,,,
224268,,,,,,,
224278,,,,,,,
224282,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
224282,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
224284,,,,,,,
224362,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
224362,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
224365,,,,,,,
224373,,,,,,,
224397,202020,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
224397,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
224401,,,,,,,
224411,,,,,,,
224433,,,,,,,
224441,,,,,,,
224476,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
224476,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
224484,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
224484,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
224522,,,,,,,
224524,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
224524,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
224529,,,,,,,
224559,,,,,,,
224618,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
224624,,,,,,,
224686,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
224756,,,,,,,
224761,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
224761,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
224763,202110,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
224769,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
224789,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
224794,,,,,,,
224797,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
224831,,,,,,,
224833,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
224835,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
