PUID_SIX,ACADEMIC_PERIOD,TRANSFER_COURSE_INSTITUTION,TRANSFER_COURSE_INST_DESC,COURSE_IDENTIFICATION,COURSE_TITLE_SHORT,TRANSFER_COURSE_IND,CREDITS_EARNED
254078,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
254078,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
254101,,,,,,,
254126,,,,,,,
254172,202120,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
254172,202120,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
254172,202120,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
254261,,,,,,,
254292,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
254299,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
254299,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
254300,,,,,,,
254457,,,,,,,
254507,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
254516,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
254516,202010,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
254604,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
254604,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
254608,,,,,,,
254675,,,,,,,
254684,,,,,,,
254687,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
254687,202030,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
254746,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
254746,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
254746,202030,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
254746,202030,99ADPL,Advance Placement - CEEB,PHYS22100,Gen Physics,Y,4
254769,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
254769,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
254769,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
254769,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
254818,,,,,,,
254824,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
254824,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
254824,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
254839,,,,,,,
254847,,,,,,,
254900,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
254900,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
254900,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
254959,,,,,,,
254960,,,,,,,
254965,,,,,,,
255029,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
255051,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255051,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
255077,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
255105,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255105,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
255105,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
255154,,,,,,,
255160,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255160,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
255160,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
255161,,,,,,,
255190,,,,,,,
255207,,,,,,,
255221,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
255221,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
255221,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
255221,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
255229,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
255249,,,,,,,
255259,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255268,,,,,,,
255279,,,,,,,
255282,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255289,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255289,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
255312,,,,,,,
255443,,,,,,,
255498,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
255524,,,,,,,
255530,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
255530,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
255530,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
255594,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255629,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255629,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
255632,,,,,,,
255635,,,,,,,
255671,,,,,,,
255676,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
255676,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255676,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
255679,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
255723,,,,,,,
255740,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255740,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
255759,,,,,,,
255795,,,,,,,
255833,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
255833,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255833,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
255895,,,,,,,
255906,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
255906,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
255924,,,,,,,
255932,,,,,,,
255966,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
255966,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
255966,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
255966,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
255978,,,,,,,
256036,,,,,,,
256071,,,,,,,
256076,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256076,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
256084,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
256093,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256093,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
256093,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
256093,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
256124,,,,,,,
256169,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256169,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
256169,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
256169,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
256169,202030,99ADPL,Advance Placement - CEEB,PHYS22100,Gen Physics,Y,4
256169,202030,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
256178,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256178,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
256178,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
256178,202030,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
256231,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256231,202010,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
256251,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256251,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
256258,,,,,,,
256320,,,,,,,
256348,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256348,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
256348,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
256369,,,,,,,
256377,,,,,,,
256399,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256399,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
256399,202030,99ADPL,Advance Placement - CEEB,PHYS17200,Modern Mechanics,Y,4
256399,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
256399,202030,99ADPL,Advance Placement - CEEB,PHYS22100,Gen Physics,Y,4
256403,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256403,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
256403,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
256439,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256459,,,,,,,
256472,,,,,,,
256481,,,,,,,
256490,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256502,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256502,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
256523,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
256534,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
256534,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
256540,,,,,,,
256545,,,,,,,
256552,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
256552,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
256572,,,,,,,
256575,,,,,,,
256670,,,,,,,
256692,,,,,,,
256717,,,,,,,
256757,,,,,,,
256762,,,,,,,
256836,,,,,,,
256850,,,,,,,
256924,,,,,,,
256927,,,,,,,
256943,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
256943,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
256943,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
256950,,,,,,,
257006,,,,,,,
257022,,,,,,,
257024,,,,,,,
257028,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257057,,,,,,,
257059,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257059,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
257068,,,,,,,
257071,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257073,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257086,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257086,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
257086,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
257086,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
257087,,,,,,,
257113,,,,,,,
257114,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
257114,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
257137,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257195,,,,,,,
257248,,,,,,,
257256,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257256,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
257266,,,,,,,
257269,,,,,,,
257276,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
257276,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257276,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
257276,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
257276,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
257285,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257285,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
257285,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
257285,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
257379,,,,,,,
257381,,,,,,,
257437,,,,,,,
257448,202120,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257448,202120,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
257448,202120,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
257477,,,,,,,
257499,,,,,,,
257514,,,,,,,
257532,,,,,,,
257554,,,,,,,
257589,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
257589,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
257589,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
257589,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
257594,,,,,,,
257599,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257599,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
257599,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
257631,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257631,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
257631,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
257631,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
257633,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
257633,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
257633,202030,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
257677,,,,,,,
257685,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
257721,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
257721,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
257737,,,,,,,
257771,,,,,,,
257805,,,,,,,
257830,,,,,,,
257834,,,,,,,
257849,,,,,,,
257894,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
257929,,,,,,,
257942,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
257944,,,,,,,
257987,,,,,,,
257993,,,,,,,
258002,202010,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus,Y,4
258002,202010,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
258002,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
258005,,,,,,,
258061,,,,,,,
258085,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
258096,,,,,,,
258100,,,,,,,
258120,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus,Y,4
258120,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
258158,,,,,,,
258164,,,,,,,
258184,,,,,,,
258189,,,,,,,
258196,,,,,,,
258231,,,,,,,
258244,,,,,,,
258256,,,,,,,
258273,,,,,,,
258297,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
258297,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
258297,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
258297,202030,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
258308,,,,,,,
258309,,,,,,,
258446,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
258499,,,,,,,
258509,,,,,,,
258522,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
258522,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
258522,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
258530,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
258530,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
258548,,,,,,,
258558,,,,,,,
258585,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
258585,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
258623,,,,,,,
258634,,,,,,,
258646,,,,,,,
258654,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
258654,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
258654,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
258679,,,,,,,
258685,,,,,,,
258697,202030,99CLEP,CLEP Credit,MA16500,Anlytc Geomtry&Calc I,Y,4
258741,,,,,,,
258763,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
258763,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
258780,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
258780,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
258812,,,,,,,
258815,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
258944,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
258944,202010,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
258944,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
258944,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
258944,202030,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
258957,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
258988,,,,,,,
259007,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259007,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
259010,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259041,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259041,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
259041,202030,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
259048,,,,,,,
259138,,,,,,,
259189,,,,,,,
259190,,,,,,,
259230,,,,,,,
259237,,,,,,,
259302,,,,,,,
259312,202110,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
259338,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
259338,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
259365,,,,,,,
259415,,,,,,,
259416,,,,,,,
259423,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259423,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
259423,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
259423,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
259423,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
259492,,,,,,,
259504,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259504,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
259504,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
259541,202010,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus,Y,4
259541,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
259547,,,,,,,
259595,,,,,,,
259652,,,,,,,
259655,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259655,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
259674,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259674,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
259701,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259701,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
259701,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
259727,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259727,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
259740,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259740,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
259786,,,,,,,
259801,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
259801,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
259801,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
259807,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259807,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
259807,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
259807,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
259818,,,,,,,
259852,,,,,,,
259867,,,,,,,
259885,,,,,,,
259898,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259961,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
259961,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
259971,,,,,,,
259980,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
259980,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
259980,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
260002,,,,,,,
260035,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
260035,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
260040,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
260040,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
260066,,,,,,,
260067,202120,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
260067,202120,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
260074,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
260085,,,,,,,
260091,,,,,,,
260106,,,,,,,
260120,,,,,,,
260156,,,,,,,
260219,,,,,,,
260242,,,,,,,
260276,,,,,,,
260283,,,,,,,
260291,,,,,,,
260419,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
260419,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
260419,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
260419,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
260495,,,,,,,
260541,,,,,,,
260553,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
260553,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
260553,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
260665,,,,,,,
260772,,,,,,,
260786,,,,,,,
260792,,,,,,,
260810,,,,,,,
260859,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
260859,202110,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
260859,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
260859,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
260901,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
260901,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
260901,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
260917,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
260927,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
260928,,,,,,,
260968,,,,,,,
260981,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
260987,,,,,,,
260991,,,,,,,
261015,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
261015,202010,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
