PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,COURSE_IDENTIFICATION,COURSE_REFERENCE_NUMBER,Prior_Term_GPA_Term,Prior_Term_GPA_Term_Desc,Prior_Term_GPA_Term_Level,GPA
211201,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.39444444
212070,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.57692308
212917,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.325
213051,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.26666667
213062,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.88823529
213307,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.93
213521,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,4
213551,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.6
213687,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.9625
213765,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.69230769
213768,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.66666667
213777,202120,Spring 2021,PHYS22000,32657,202110,Fall 2020,Undergraduate,3
213821,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.80666667
213842,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.2
213952,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.3
214038,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.54285714
214195,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.5625
214251,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.79333333
214275,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,4
214358,202210,Fall 2021,PHYS17200,26930,,,,
214618,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.7
214835,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.8
215244,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,1.25
215265,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.75714286
215270,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.15333333
215301,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.18
215491,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.19375
215683,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.13333333
216344,202210,Fall 2021,PHYS17200,26930,,,,
218286,202210,Fall 2021,PHYS17200,37254,202110,Fall 2020,Undergraduate,4
218431,202210,Fall 2021,PHYS17200,37254,202110,Fall 2020,Undergraduate,4
218440,202210,Fall 2021,PHYS17200,37253,202110,Fall 2020,Undergraduate,4
218833,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.7
219012,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.5
219079,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
219137,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.68125
219265,202210,Fall 2021,PHYS17200,26931,,,,
219267,202210,Fall 2021,PHYS17200,21307,202110,Fall 2020,Undergraduate,4
219428,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.30625
219856,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.30625
219927,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.9
219930,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.92
220032,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.44615385
220489,202210,Fall 2021,PHYS17200,26979,,,,
220781,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.22142857
221617,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.82307692
222078,202210,Fall 2021,PHYS17200,37253,202110,Fall 2020,Undergraduate,4
222216,202210,Fall 2021,PHYS17200,37254,202110,Fall 2020,Undergraduate,4
223346,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
223347,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.86875
223363,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.69375
223538,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.26875
223559,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.66
223870,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.88
223871,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.3
223899,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.26470588
223906,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.88
223913,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.64285714
223928,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.86153846
223967,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,1.82857143
223968,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
223970,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.8125
224006,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.7375
224025,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.375
224035,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.78571429
224045,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.64
224048,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
224076,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.72222222
224090,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.56666667
224105,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
224112,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.94375
224155,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.53571429
224159,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.35
224175,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.6875
224180,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.375
224184,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.66666667
224199,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.29285714
224221,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,2.70625
224225,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.73333333
224268,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.26428571
224278,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.88235294
224282,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.94
224284,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.12666667
224362,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.76428571
224365,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.76666667
224373,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.83846154
224397,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.90769231
224401,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.57272727
224411,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.75
224433,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.52727273
224441,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.13846154
224476,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.46666667
224484,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.61875
224522,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.68571429
224522,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,1.6125
224524,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.94375
224529,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.85
224559,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.62307692
224618,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
224624,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,4
224686,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.07142857
224756,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.91176471
224761,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.18571429
224763,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.64705882
224769,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.66666667
224789,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.39333333
224794,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.83636364
224797,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.47142857
224831,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.41428571
224833,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.3
224835,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.87142857
224901,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.08666667
224909,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.69230769
224964,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.45833333
224991,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,4
224995,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.68461539
225001,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.76470588
225017,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.6875
225020,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.84666667
225032,202120,Spring 2021,PHYS22000,32657,202110,Fall 2020,Undergraduate,3.4
225036,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.48666667
225063,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.94
225091,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.42857143
225100,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.92
225102,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.44375
225106,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.61764706
225126,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.5
225161,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.38
225185,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.78125
225214,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Graduate,3.775
225279,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.425
225295,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.8125
225298,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.7875
225303,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.24166667
225325,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.84285714
225351,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.9
225477,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.15
225478,202210,Fall 2021,PHYS17200,37254,,,,
225601,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.8
225635,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.28571429
225638,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.95384615
225644,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.7
225647,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.34117647
225725,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.82857143
225773,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
225778,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.85333333
225831,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.33333333
225835,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.1
225839,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.04117647
225847,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.25
225852,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.43333333
225905,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.54
226005,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.86
226051,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.95333333
226104,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.81333333
226106,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.68
226140,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.10625
226149,202120,Spring 2021,PHYS22000,25708,,,Undergraduate,3
226236,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.54444444
226294,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.57333333
226307,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.58571429
226325,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.42857143
226344,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.75882353
226369,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
226499,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.40666667
226503,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,4
226511,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
226527,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.64615385
226533,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
226535,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.21818182
226541,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.27333333
226541,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,2.75
226545,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.73571429
226546,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
227676,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.79411765
227698,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.62941177
227723,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.08571429
227735,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.95384615
227738,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.25333333
227815,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.59333333
228011,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.12
228067,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
228140,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.23571429
228161,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
228169,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.62307692
228176,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
228185,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.78571429
228199,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.91176471
228231,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.33571429
228237,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.3625
228254,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.84666667
228287,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
228291,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
228298,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.45
228332,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.54666667
228336,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.70714286
228342,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.42727273
228344,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.02
228347,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.71333333
228359,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.87333333
228379,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.38461539
228382,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.87142857
228411,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
228421,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
228531,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.675
228547,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.41428571
228592,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.43333333
228635,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.38571429
228638,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.4875
228687,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.60714286
228830,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.64615385
228959,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.89285714
229030,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.11538462
229043,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.41538462
229052,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,0.5
229086,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.925
229096,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,1
229100,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.36153846
229126,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.57647059
229130,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.85
229137,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.83529412
229160,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.33846154
229200,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,4
229220,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.27333333
229379,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.75
229390,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.56666667
229410,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.575
229417,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.79230769
229425,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.39333333
229439,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.92142857
229464,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.92
229470,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.925
229475,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.30769231
229486,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.8
229617,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,1.93636364
229626,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.42857143
229630,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.26153846
229645,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.49285714
229651,202210,Fall 2021,PHYS17200,26979,202120,Spring 2021,Undergraduate,3.47647059
229670,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.92941177
229701,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.4875
229770,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.43333333
229791,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.5
229848,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
229879,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.8
